anyo,id_territori,territori,nivel_territorial,sexe,valor
2001,,Cercs,municipi,Homes,727
2001,,Cercs,municipi,Dones,712
2001,,Cercs,municipi,Total,1439
2001,,Cerdanyola del Vallès,municipi,Homes,26787
2001,,Cerdanyola del Vallès,municipi,Dones,26694
2001,,Cerdanyola del Vallès,municipi,Total,53481
2001,,Cervelló,municipi,Homes,3175
2001,,Cervelló,municipi,Dones,3120
2001,,Cervelló,municipi,Total,6295
2001,,Cervera,municipi,Homes,3823
2001,,Cervera,municipi,Dones,3884
2001,,Cervera,municipi,Total,7707
2001,,Cervià de les Garrigues,municipi,Homes,441
2001,,Cervià de les Garrigues,municipi,Dones,416
2001,,Cervià de les Garrigues,municipi,Total,857
2001,,Cervià de Ter,municipi,Homes,303
2001,,Cervià de Ter,municipi,Dones,298
2001,,Cervià de Ter,municipi,Total,601
2001,,Cistella,municipi,Homes,110
2001,,Cistella,municipi,Dones,110
2001,,Cistella,municipi,Total,220
2001,,Ciutadilla,municipi,Homes,110
2001,,Ciutadilla,municipi,Dones,105
2001,,Ciutadilla,municipi,Total,215
2001,,Clariana de Cardener,municipi,Homes,74
2001,,Clariana de Cardener,municipi,Dones,70
2001,,Clariana de Cardener,municipi,Total,144
2001,,"Cogul, el",municipi,Homes,122
2001,,"Cogul, el",municipi,Dones,103
2001,,"Cogul, el",municipi,Total,225
2001,,Colera,municipi,Homes,291
2001,,Colera,municipi,Dones,278
2001,,Colera,municipi,Total,569
2001,,Coll de Nargó,municipi,Homes,319
2001,,Coll de Nargó,municipi,Dones,282
2001,,Coll de Nargó,municipi,Total,601
2001,,Collbató,municipi,Homes,1225
2001,,Collbató,municipi,Dones,1061
2001,,Collbató,municipi,Total,2286
2001,,Colldejou,municipi,Homes,108
2001,,Colldejou,municipi,Dones,86
2001,,Colldejou,municipi,Total,194
2001,,Collsuspina,municipi,Homes,134
2001,,Collsuspina,municipi,Dones,116
2001,,Collsuspina,municipi,Total,250
2001,,Colomers,municipi,Homes,102
2001,,Colomers,municipi,Dones,98
2001,,Colomers,municipi,Total,200
2001,,"Coma i la Pedra, la",municipi,Homes,148
2001,,"Coma i la Pedra, la",municipi,Dones,98
2001,,"Coma i la Pedra, la",municipi,Total,246
2001,,Conca de Dalt,municipi,Homes,216
2001,,Conca de Dalt,municipi,Dones,208
2001,,Conca de Dalt,municipi,Total,424
2001,,Conesa,municipi,Homes,63
2001,,Conesa,municipi,Dones,53
2001,,Conesa,municipi,Total,116
2001,,Constantí,municipi,Homes,2602
2001,,Constantí,municipi,Dones,2405
2001,,Constantí,municipi,Total,5007
2001,,Copons,municipi,Homes,138
2001,,Copons,municipi,Dones,150
2001,,Copons,municipi,Total,288
2001,,Corbera d'Ebre,municipi,Homes,552
2001,,Corbera d'Ebre,municipi,Dones,505
2001,,Corbera d'Ebre,municipi,Total,1057
2001,,Corbera de Llobregat,municipi,Homes,4904
2001,,Corbera de Llobregat,municipi,Dones,4669
2001,,Corbera de Llobregat,municipi,Total,9573
2001,,Corbins,municipi,Homes,556
2001,,Corbins,municipi,Dones,526
2001,,Corbins,municipi,Total,1082
2001,,Corçà,municipi,Homes,590
2001,,Corçà,municipi,Dones,583
2001,,Corçà,municipi,Total,1173
2001,,Cornellà de Llobregat,municipi,Homes,39926
2001,,Cornellà de Llobregat,municipi,Dones,41219
2001,,Cornellà de Llobregat,municipi,Total,81145
2001,,Cornellà del Terri,municipi,Homes,939
2001,,Cornellà del Terri,municipi,Dones,943
2001,,Cornellà del Terri,municipi,Total,1882
2001,,Cornudella de Montsant,municipi,Homes,437
2001,,Cornudella de Montsant,municipi,Dones,423
2001,,Cornudella de Montsant,municipi,Total,860
2001,,Creixell,municipi,Homes,885
2001,,Creixell,municipi,Dones,900
2001,,Creixell,municipi,Total,1785
2001,,Crespià,municipi,Homes,105
2001,,Crespià,municipi,Dones,119
2001,,Crespià,municipi,Total,224
2001,,"Cruïlles, Monells i Sant Sadurní de l'Heura",municipi,Homes,556
2001,,"Cruïlles, Monells i Sant Sadurní de l'Heura",municipi,Dones,554
2001,,"Cruïlles, Monells i Sant Sadurní de l'Heura",municipi,Total,1110
2001,,Cubelles,municipi,Homes,3580
2001,,Cubelles,municipi,Dones,3448
2001,,Cubelles,municipi,Total,7028
2001,,Cubells,municipi,Homes,187
2001,,Cubells,municipi,Dones,186
2001,,Cubells,municipi,Total,373
2001,,Cunit,municipi,Homes,3279
2001,,Cunit,municipi,Dones,3081
2001,,Cunit,municipi,Total,6360
2001,,Darnius,municipi,Homes,278
2001,,Darnius,municipi,Dones,244
2001,,Darnius,municipi,Total,522
2001,,Das,municipi,Homes,87
2001,,Das,municipi,Dones,75
2001,,Das,municipi,Total,162
2001,,Deltebre,municipi,Homes,5228
2001,,Deltebre,municipi,Dones,5153
2001,,Deltebre,municipi,Total,10381
2001,,Dosrius,municipi,Homes,1539
2001,,Dosrius,municipi,Dones,1511
2001,,Dosrius,municipi,Total,3050
2001,,Duesaigües,municipi,Homes,119
2001,,Duesaigües,municipi,Dones,81
2001,,Duesaigües,municipi,Total,200
2001,,"Escala, l'",municipi,Homes,3140
2001,,"Escala, l'",municipi,Dones,3100
2001,,"Escala, l'",municipi,Total,6240
2001,,Esparreguera,municipi,Homes,9032
2001,,Esparreguera,municipi,Dones,8792
2001,,Esparreguera,municipi,Total,17824
2001,,Espinelves,municipi,Homes,94
2001,,Espinelves,municipi,Dones,91
2001,,Espinelves,municipi,Total,185
2001,,"Espluga Calba, l'",municipi,Homes,222
2001,,"Espluga Calba, l'",municipi,Dones,197
2001,,"Espluga Calba, l'",municipi,Total,419
2001,,"Espluga de Francolí, l'",municipi,Homes,1798
2001,,"Espluga de Francolí, l'",municipi,Dones,1838
2001,,"Espluga de Francolí, l'",municipi,Total,3636
2001,,Esplugues de Llobregat,municipi,Homes,22488
2001,,Esplugues de Llobregat,municipi,Dones,23243
2001,,Esplugues de Llobregat,municipi,Total,45731
2001,,Espolla,municipi,Homes,189
2001,,Espolla,municipi,Dones,186
2001,,Espolla,municipi,Total,375
2001,,Esponellà,municipi,Homes,192
2001,,Esponellà,municipi,Dones,200
2001,,Esponellà,municipi,Total,392
2001,,Espot,municipi,Homes,167
2001,,Espot,municipi,Dones,141
2001,,Espot,municipi,Total,308
2001,,"Espunyola, l'",municipi,Homes,132
2001,,"Espunyola, l'",municipi,Dones,128
2001,,"Espunyola, l'",municipi,Total,260
2001,,"Esquirol, l'",municipi,Homes,1056
2001,,"Esquirol, l'",municipi,Dones,1070
2001,,"Esquirol, l'",municipi,Total,2126
2001,,Estamariu,municipi,Homes,66
2001,,Estamariu,municipi,Dones,58
2001,,Estamariu,municipi,Total,124
2001,,"Estany, l'",municipi,Homes,187
2001,,"Estany, l'",municipi,Dones,204
2001,,"Estany, l'",municipi,Total,391
2001,,Estaràs,municipi,Homes,102
2001,,Estaràs,municipi,Dones,88
2001,,Estaràs,municipi,Total,190
2001,,Esterri d'Àneu,municipi,Homes,321
2001,,Esterri d'Àneu,municipi,Dones,337
2001,,Esterri d'Àneu,municipi,Total,658
2001,,Esterri de Cardós,municipi,Homes,40
2001,,Esterri de Cardós,municipi,Dones,37
2001,,Esterri de Cardós,municipi,Total,77
2001,,Falset,municipi,Homes,1280
2001,,Falset,municipi,Dones,1238
2001,,Falset,municipi,Total,2518
2001,,"Far d'Empordà, el",municipi,Homes,200
2001,,"Far d'Empordà, el",municipi,Dones,187
2001,,"Far d'Empordà, el",municipi,Total,387
2001,,Farrera,municipi,Homes,58
2001,,Farrera,municipi,Dones,39
2001,,Farrera,municipi,Total,97
2001,,"Fatarella, la",municipi,Homes,615
2001,,"Fatarella, la",municipi,Dones,613
2001,,"Fatarella, la",municipi,Total,1228
2001,,"Febró, la",municipi,Homes,42
2001,,"Febró, la",municipi,Dones,23
2001,,"Febró, la",municipi,Total,65
2001,,Figaró-Montmany,municipi,Homes,470
2001,,Figaró-Montmany,municipi,Dones,407
2001,,Figaró-Montmany,municipi,Total,877
2001,,Fígols,municipi,Homes,28
2001,,Fígols,municipi,Dones,21
2001,,Fígols,municipi,Total,49
2001,,Fígols i Alinyà,municipi,Homes,158
2001,,Fígols i Alinyà,municipi,Dones,131
2001,,Fígols i Alinyà,municipi,Total,289
2001,,"Figuera, la",municipi,Homes,61
2001,,"Figuera, la",municipi,Dones,59
2001,,"Figuera, la",municipi,Total,120
2001,,Figueres,municipi,Homes,16757
2001,,Figueres,municipi,Dones,17736
2001,,Figueres,municipi,Total,34493
2001,,Figuerola del Camp,municipi,Homes,136
2001,,Figuerola del Camp,municipi,Dones,152
2001,,Figuerola del Camp,municipi,Total,288
2001,,Flaçà,municipi,Homes,431
2001,,Flaçà,municipi,Dones,431
2001,,Flaçà,municipi,Total,862
2001,,Flix,municipi,Homes,2063
2001,,Flix,municipi,Dones,2059
2001,,Flix,municipi,Total,4122
2001,,"Floresta, la",municipi,Homes,101
2001,,"Floresta, la",municipi,Dones,87
2001,,"Floresta, la",municipi,Total,188
2001,,Fogars de la Selva,municipi,Homes,368
2001,,Fogars de la Selva,municipi,Dones,338
2001,,Fogars de la Selva,municipi,Total,706
2001,,Fogars de Montclús,municipi,Homes,185
2001,,Fogars de Montclús,municipi,Dones,159
2001,,Fogars de Montclús,municipi,Total,344
2001,,Foixà,municipi,Homes,156
2001,,Foixà,municipi,Dones,161
2001,,Foixà,municipi,Total,317
2001,,Folgueroles,municipi,Homes,819
2001,,Folgueroles,municipi,Dones,821
2001,,Folgueroles,municipi,Total,1640
2001,,Fondarella,municipi,Homes,341
2001,,Fondarella,municipi,Dones,341
2001,,Fondarella,municipi,Total,682
2001,,Fonollosa,municipi,Homes,521
2001,,Fonollosa,municipi,Dones,497
2001,,Fonollosa,municipi,Total,1018
2001,,Fontanals de Cerdanya,municipi,Homes,197
2001,,Fontanals de Cerdanya,municipi,Dones,209
2001,,Fontanals de Cerdanya,municipi,Total,406
2001,,Fontanilles,municipi,Homes,79
2001,,Fontanilles,municipi,Dones,62
2001,,Fontanilles,municipi,Total,141
2001,,Fontcoberta,municipi,Homes,550
2001,,Fontcoberta,municipi,Dones,576
2001,,Fontcoberta,municipi,Total,1126
2001,,Font-rubí,municipi,Homes,650
2001,,Font-rubí,municipi,Dones,599
2001,,Font-rubí,municipi,Total,1249
2001,,Foradada,municipi,Homes,117
2001,,Foradada,municipi,Dones,82
2001,,Foradada,municipi,Total,199
2001,,Forallac,municipi,Homes,822
2001,,Forallac,municipi,Dones,844
2001,,Forallac,municipi,Total,1666
2001,,Forès,municipi,Homes,33
2001,,Forès,municipi,Dones,33
2001,,Forès,municipi,Total,66
2001,,Fornells de la Selva,municipi,Homes,751
2001,,Fornells de la Selva,municipi,Dones,804
2001,,Fornells de la Selva,municipi,Total,1555
2001,,Fortià,municipi,Homes,255
2001,,Fortià,municipi,Dones,274
2001,,Fortià,municipi,Total,529
2001,,"Franqueses del Vallès, les",municipi,Homes,6483
2001,,"Franqueses del Vallès, les",municipi,Dones,6458
2001,,"Franqueses del Vallès, les",municipi,Total,12941
2001,,Freginals,municipi,Homes,192
2001,,Freginals,municipi,Dones,188
2001,,Freginals,municipi,Total,380
2001,,"Fuliola, la",municipi,Homes,635
2001,,"Fuliola, la",municipi,Dones,616
2001,,"Fuliola, la",municipi,Total,1251
2001,,Fulleda,municipi,Homes,62
2001,,Fulleda,municipi,Dones,54
2001,,Fulleda,municipi,Total,116
2001,,Gaià,municipi,Homes,89
2001,,Gaià,municipi,Dones,77
2001,,Gaià,municipi,Total,166
2001,,"Galera, la",municipi,Homes,357
2001,,"Galera, la",municipi,Dones,372
2001,,"Galera, la",municipi,Total,729
2001,,Gallifa,municipi,Homes,87
2001,,Gallifa,municipi,Dones,75
2001,,Gallifa,municipi,Total,162
2001,,Gandesa,municipi,Homes,1319
2001,,Gandesa,municipi,Dones,1310
2001,,Gandesa,municipi,Total,2629
2001,,Garcia,municipi,Homes,266
2001,,Garcia,municipi,Dones,249
2001,,Garcia,municipi,Total,515
2001,,"Garidells, els",municipi,Homes,82
2001,,"Garidells, els",municipi,Dones,78
2001,,"Garidells, els",municipi,Total,160
2001,,"Garriga, la",municipi,Homes,5782
2001,,"Garriga, la",municipi,Dones,6171
2001,,"Garriga, la",municipi,Total,11953
2001,,Garrigàs,municipi,Homes,181
2001,,Garrigàs,municipi,Dones,151
2001,,Garrigàs,municipi,Total,332
2001,,Garrigoles,municipi,Homes,80
2001,,Garrigoles,municipi,Dones,67
2001,,Garrigoles,municipi,Total,147
2001,,Garriguella,municipi,Homes,368
2001,,Garriguella,municipi,Dones,350
2001,,Garriguella,municipi,Total,718
2001,,Gavà,municipi,Homes,19751
2001,,Gavà,municipi,Dones,19868
2001,,Gavà,municipi,Total,39619
2001,,Gavet de la Conca,municipi,Homes,158
2001,,Gavet de la Conca,municipi,Dones,164
2001,,Gavet de la Conca,municipi,Total,322
2001,,Gelida,municipi,Homes,2254
2001,,Gelida,municipi,Dones,2203
2001,,Gelida,municipi,Total,4457
2001,,Ger,municipi,Homes,208
2001,,Ger,municipi,Dones,187
2001,,Ger,municipi,Total,395
2001,,Gimenells i el Pla de la Font,municipi,Homes,573
2001,,Gimenells i el Pla de la Font,municipi,Dones,530
2001,,Gimenells i el Pla de la Font,municipi,Total,1103
2001,,Ginestar,municipi,Homes,423
2001,,Ginestar,municipi,Dones,422
2001,,Ginestar,municipi,Total,845
2001,,Girona,municipi,Homes,36230
2001,,Girona,municipi,Dones,39026
2001,,Girona,municipi,Total,75256
2001,,Gironella,municipi,Homes,2358
2001,,Gironella,municipi,Dones,2517
2001,,Gironella,municipi,Total,4875
2001,,Gisclareny,municipi,Homes,13
2001,,Gisclareny,municipi,Dones,12
2001,,Gisclareny,municipi,Total,25
2001,,Godall,municipi,Homes,369
2001,,Godall,municipi,Dones,356
2001,,Godall,municipi,Total,725
2001,,Golmés,municipi,Homes,678
2001,,Golmés,municipi,Dones,691
2001,,Golmés,municipi,Total,1369
2001,,Gombrèn,municipi,Homes,103
2001,,Gombrèn,municipi,Dones,119
2001,,Gombrèn,municipi,Total,222
2001,,Gósol,municipi,Homes,124
2001,,Gósol,municipi,Dones,104
2001,,Gósol,municipi,Total,228
2001,,"Granada, la",municipi,Homes,665
2001,,"Granada, la",municipi,Dones,694
2001,,"Granada, la",municipi,Total,1359
2001,,"Granadella, la",municipi,Homes,419
2001,,"Granadella, la",municipi,Dones,387
2001,,"Granadella, la",municipi,Total,806
2001,,Granera,municipi,Homes,40
2001,,Granera,municipi,Dones,21
2001,,Granera,municipi,Total,61
2001,,"Granja d'Escarp, la",municipi,Homes,586
2001,,"Granja d'Escarp, la",municipi,Dones,523
2001,,"Granja d'Escarp, la",municipi,Total,1109
2001,,Granollers,municipi,Homes,26262
2001,,Granollers,municipi,Dones,27419
2001,,Granollers,municipi,Total,53681
2001,,Granyanella,municipi,Homes,73
2001,,Granyanella,municipi,Dones,70
2001,,Granyanella,municipi,Total,143
2001,,Granyena de les Garrigues,municipi,Homes,83
2001,,Granyena de les Garrigues,municipi,Dones,82
2001,,Granyena de les Garrigues,municipi,Total,165
2001,,Granyena de Segarra,municipi,Homes,80
2001,,Granyena de Segarra,municipi,Dones,75
2001,,Granyena de Segarra,municipi,Total,155
2001,,Gratallops,municipi,Homes,124
2001,,Gratallops,municipi,Dones,109
2001,,Gratallops,municipi,Total,233
2001,,Gualba,municipi,Homes,411
2001,,Gualba,municipi,Dones,388
2001,,Gualba,municipi,Total,799
2001,,Gualta,municipi,Homes,165
2001,,Gualta,municipi,Dones,146
2001,,Gualta,municipi,Total,311
2001,,Guardiola de Berguedà,municipi,Homes,493
2001,,Guardiola de Berguedà,municipi,Dones,475
2001,,Guardiola de Berguedà,municipi,Total,968
2001,,"Guiamets, els",municipi,Homes,152
2001,,"Guiamets, els",municipi,Dones,149
2001,,"Guiamets, els",municipi,Total,301
2001,,Guils de Cerdanya,municipi,Homes,164
2001,,Guils de Cerdanya,municipi,Dones,162
2001,,Guils de Cerdanya,municipi,Total,326
2001,,Guimerà,municipi,Homes,198
2001,,Guimerà,municipi,Dones,193
2001,,Guimerà,municipi,Total,391
2001,,"Guingueta d'Àneu, la",municipi,Homes,172
2001,,"Guingueta d'Àneu, la",municipi,Dones,152
2001,,"Guingueta d'Àneu, la",municipi,Total,324
2001,,Guissona,municipi,Homes,1752
2001,,Guissona,municipi,Dones,1703
2001,,Guissona,municipi,Total,3455
2001,,Guixers,municipi,Homes,96
2001,,Guixers,municipi,Dones,59
2001,,Guixers,municipi,Total,155
2001,,Gurb,municipi,Homes,989
2001,,Gurb,municipi,Dones,948
2001,,Gurb,municipi,Total,1937
2001,,Horta de Sant Joan,municipi,Homes,652
2001,,Horta de Sant Joan,municipi,Dones,584
2001,,Horta de Sant Joan,municipi,Total,1236
2001,,"Hospitalet de Llobregat, l'",municipi,Homes,118476
2001,,"Hospitalet de Llobregat, l'",municipi,Dones,124004
2001,,"Hospitalet de Llobregat, l'",municipi,Total,242480
2001,,"Hostalets de Pierola, els",municipi,Homes,696
2001,,"Hostalets de Pierola, els",municipi,Dones,641
2001,,"Hostalets de Pierola, els",municipi,Total,1337
2001,,Hostalric,municipi,Homes,1425
2001,,Hostalric,municipi,Dones,1490
2001,,Hostalric,municipi,Total,2915
2001,,Igualada,municipi,Homes,16014
2001,,Igualada,municipi,Dones,16921
2001,,Igualada,municipi,Total,32935
2001,,Isona i Conca Dellà,municipi,Homes,644
2001,,Isona i Conca Dellà,municipi,Dones,562
2001,,Isona i Conca Dellà,municipi,Total,1206
2001,,Isòvol,municipi,Homes,106
2001,,Isòvol,municipi,Dones,90
2001,,Isòvol,municipi,Total,196
2001,,Ivars d'Urgell,municipi,Homes,929
2001,,Ivars d'Urgell,municipi,Dones,850
2001,,Ivars d'Urgell,municipi,Total,1779
2001,,Ivars de Noguera,municipi,Homes,174
2001,,Ivars de Noguera,municipi,Dones,165
2001,,Ivars de Noguera,municipi,Total,339
2001,,Ivorra,municipi,Homes,73
2001,,Ivorra,municipi,Dones,79
2001,,Ivorra,municipi,Total,152
2001,,Jafre,municipi,Homes,158
2001,,Jafre,municipi,Dones,154
2001,,Jafre,municipi,Total,312
2001,,"Jonquera, la",municipi,Homes,1332
2001,,"Jonquera, la",municipi,Dones,1294
2001,,"Jonquera, la",municipi,Total,2626
2001,,Jorba,municipi,Homes,284
2001,,Jorba,municipi,Dones,309
2001,,Jorba,municipi,Total,593
2001,,Josa i Tuixén,municipi,Homes,85
2001,,Josa i Tuixén,municipi,Dones,72
2001,,Josa i Tuixén,municipi,Total,157
2001,,Juià,municipi,Homes,124
2001,,Juià,municipi,Dones,136
2001,,Juià,municipi,Total,260
2001,,Juncosa,municipi,Homes,365
2001,,Juncosa,municipi,Dones,272
2001,,Juncosa,municipi,Total,637
2001,,Juneda,municipi,Homes,1484
2001,,Juneda,municipi,Dones,1451
2001,,Juneda,municipi,Total,2935
2001,,Les,municipi,Homes,353
2001,,Les,municipi,Dones,347
2001,,Les,municipi,Total,700
2001,,Linyola,municipi,Homes,1191
2001,,Linyola,municipi,Dones,1205
2001,,Linyola,municipi,Total,2396
2001,,"Llacuna, la",municipi,Homes,447
2001,,"Llacuna, la",municipi,Dones,405
2001,,"Llacuna, la",municipi,Total,852
2001,,Lladó,municipi,Homes,264
2001,,Lladó,municipi,Dones,257
2001,,Lladó,municipi,Total,521
2001,,Lladorre,municipi,Homes,118
2001,,Lladorre,municipi,Dones,112
2001,,Lladorre,municipi,Total,230
2001,,Lladurs,municipi,Homes,124
2001,,Lladurs,municipi,Dones,114
2001,,Lladurs,municipi,Total,238
2001,,"Llagosta, la",municipi,Homes,6108
2001,,"Llagosta, la",municipi,Dones,6016
2001,,"Llagosta, la",municipi,Total,12124
2001,,Llagostera,municipi,Homes,3015
2001,,Llagostera,municipi,Dones,2895
2001,,Llagostera,municipi,Total,5910
2001,,Llambilles,municipi,Homes,222
2001,,Llambilles,municipi,Dones,213
2001,,Llambilles,municipi,Total,435
2001,,Llanars,municipi,Homes,255
2001,,Llanars,municipi,Dones,239
2001,,Llanars,municipi,Total,494
2001,,Llançà,municipi,Homes,2029
2001,,Llançà,municipi,Dones,2049
2001,,Llançà,municipi,Total,4078
2001,,Llardecans,municipi,Homes,318
2001,,Llardecans,municipi,Dones,302
2001,,Llardecans,municipi,Total,620
2001,,Llavorsí,municipi,Homes,139
2001,,Llavorsí,municipi,Dones,142
2001,,Llavorsí,municipi,Total,281
2001,,Lleida,municipi,Homes,55045
2001,,Lleida,municipi,Dones,57995
2001,,Lleida,municipi,Total,113040
2001,,Llers,municipi,Homes,509
2001,,Llers,municipi,Dones,500
2001,,Llers,municipi,Total,1009
2001,,Lles de Cerdanya,municipi,Homes,156
2001,,Lles de Cerdanya,municipi,Dones,121
2001,,Lles de Cerdanya,municipi,Total,277
2001,,Lliçà d'Amunt,municipi,Homes,5279
2001,,Lliçà d'Amunt,municipi,Dones,4930
2001,,Lliçà d'Amunt,municipi,Total,10209
2001,,Lliçà de Vall,municipi,Homes,2681
2001,,Lliçà de Vall,municipi,Dones,2555
2001,,Lliçà de Vall,municipi,Total,5236
2001,,Llimiana,municipi,Homes,77
2001,,Llimiana,municipi,Dones,65
2001,,Llimiana,municipi,Total,142
2001,,Llinars del Vallès,municipi,Homes,3600
2001,,Llinars del Vallès,municipi,Dones,3535
2001,,Llinars del Vallès,municipi,Total,7135
2001,,Llívia,municipi,Homes,568
2001,,Llívia,municipi,Dones,498
2001,,Llívia,municipi,Total,1066
2001,,"Lloar, el",municipi,Homes,59
2001,,"Lloar, el",municipi,Dones,57
2001,,"Lloar, el",municipi,Total,116
2001,,Llobera,municipi,Homes,123
2001,,Llobera,municipi,Dones,112
2001,,Llobera,municipi,Total,235
2001,,Llorac,municipi,Homes,63
2001,,Llorac,municipi,Dones,66
2001,,Llorac,municipi,Total,129
2001,,Llorenç del Penedès,municipi,Homes,791
2001,,Llorenç del Penedès,municipi,Dones,856
2001,,Llorenç del Penedès,municipi,Total,1647
2001,,Lloret de Mar,municipi,Homes,10924
2001,,Lloret de Mar,municipi,Dones,10665
2001,,Lloret de Mar,municipi,Total,21589
2001,,"Llosses, les",municipi,Homes,147
2001,,"Llosses, les",municipi,Dones,124
2001,,"Llosses, les",municipi,Total,271
2001,,Lluçà,municipi,Homes,158
2001,,Lluçà,municipi,Dones,125
2001,,Lluçà,municipi,Total,283
2001,,Maçanet de Cabrenys,municipi,Homes,344
2001,,Maçanet de Cabrenys,municipi,Dones,328
2001,,Maçanet de Cabrenys,municipi,Total,672
2001,,Maçanet de la Selva,municipi,Homes,2034
2001,,Maçanet de la Selva,municipi,Dones,1939
2001,,Maçanet de la Selva,municipi,Total,3973
2001,,Madremanya,municipi,Homes,88
2001,,Madremanya,municipi,Dones,106
2001,,Madremanya,municipi,Total,194
2001,,Maià de Montcal,municipi,Homes,164
2001,,Maià de Montcal,municipi,Dones,160
2001,,Maià de Montcal,municipi,Total,324
2001,,Maials,municipi,Homes,489
2001,,Maials,municipi,Dones,489
2001,,Maials,municipi,Total,978
2001,,Maldà,municipi,Homes,145
2001,,Maldà,municipi,Dones,131
2001,,Maldà,municipi,Total,276
2001,,Malgrat de Mar,municipi,Homes,7114
2001,,Malgrat de Mar,municipi,Dones,7132
2001,,Malgrat de Mar,municipi,Total,14246
2001,,Malla,municipi,Homes,115
2001,,Malla,municipi,Dones,137
2001,,Malla,municipi,Total,252
2001,,Manlleu,municipi,Homes,9018
2001,,Manlleu,municipi,Dones,8854
2001,,Manlleu,municipi,Total,17872
2001,,Manresa,municipi,Homes,30850
2001,,Manresa,municipi,Dones,33079
2001,,Manresa,municipi,Total,63929
2001,,Marçà,municipi,Homes,295
2001,,Marçà,municipi,Dones,308
2001,,Marçà,municipi,Total,603
2001,,Margalef,municipi,Homes,66
2001,,Margalef,municipi,Dones,63
2001,,Margalef,municipi,Total,129
2001,,Marganell,municipi,Homes,102
2001,,Marganell,municipi,Dones,141
2001,,Marganell,municipi,Total,243
2001,,Martorell,municipi,Homes,11429
2001,,Martorell,municipi,Dones,11108
2001,,Martorell,municipi,Total,22537
2001,,Martorelles,municipi,Homes,2476
2001,,Martorelles,municipi,Dones,2466
2001,,Martorelles,municipi,Total,4942
2001,,Mas de Barberans,municipi,Homes,356
2001,,Mas de Barberans,municipi,Dones,341
2001,,Mas de Barberans,municipi,Total,697
2001,,Masarac i Vilarnadal,municipi,Homes,118
2001,,Masarac i Vilarnadal,municipi,Dones,122
2001,,Masarac i Vilarnadal,municipi,Total,240
2001,,Masdenverge,municipi,Homes,520
2001,,Masdenverge,municipi,Dones,484
2001,,Masdenverge,municipi,Total,1004
2001,,"Masies de Roda, les",municipi,Homes,336
2001,,"Masies de Roda, les",municipi,Dones,334
2001,,"Masies de Roda, les",municipi,Total,670
2001,,"Masies de Voltregà, les",municipi,Homes,1347
2001,,"Masies de Voltregà, les",municipi,Dones,1437
2001,,"Masies de Voltregà, les",municipi,Total,2784
2001,,Masllorenç,municipi,Homes,224
2001,,Masllorenç,municipi,Dones,219
2001,,Masllorenç,municipi,Total,443
2001,,"Masnou, el",municipi,Homes,10243
2001,,"Masnou, el",municipi,Dones,10878
2001,,"Masnou, el",municipi,Total,21121
2001,,"Masó, la",municipi,Homes,135
2001,,"Masó, la",municipi,Dones,142
2001,,"Masó, la",municipi,Total,277
2001,,Maspujols,municipi,Homes,253
2001,,Maspujols,municipi,Dones,229
2001,,Maspujols,municipi,Total,482
2001,,Masquefa,municipi,Homes,2671
2001,,Masquefa,municipi,Dones,2539
2001,,Masquefa,municipi,Total,5210
2001,,"Masroig, el",municipi,Homes,252
2001,,"Masroig, el",municipi,Dones,263
2001,,"Masroig, el",municipi,Total,515
2001,,Massalcoreig,municipi,Homes,303
2001,,Massalcoreig,municipi,Dones,321
2001,,Massalcoreig,municipi,Total,624
2001,,Massanes,municipi,Homes,297
2001,,Massanes,municipi,Dones,252
2001,,Massanes,municipi,Total,549
2001,,Massoteres,municipi,Homes,94
2001,,Massoteres,municipi,Dones,88
2001,,Massoteres,municipi,Total,182
2001,,Matadepera,municipi,Homes,3609
2001,,Matadepera,municipi,Dones,3588
2001,,Matadepera,municipi,Total,7197
2001,,Mataró,municipi,Homes,52974
2001,,Mataró,municipi,Dones,54217
2001,,Mataró,municipi,Total,107191
2001,,Mediona,municipi,Homes,762
2001,,Mediona,municipi,Dones,703
2001,,Mediona,municipi,Total,1465
2001,,Menàrguens,municipi,Homes,416
2001,,Menàrguens,municipi,Dones,399
2001,,Menàrguens,municipi,Total,815
2001,,Meranges,municipi,Homes,50
2001,,Meranges,municipi,Dones,33
2001,,Meranges,municipi,Total,83
2001,,Mieres,municipi,Homes,173
2001,,Mieres,municipi,Dones,160
2001,,Mieres,municipi,Total,333
2001,,"Milà, el",municipi,Homes,79
2001,,"Milà, el",municipi,Dones,88
2001,,"Milà, el",municipi,Total,167
2001,,Miralcamp,municipi,Homes,593
2001,,Miralcamp,municipi,Dones,637
2001,,Miralcamp,municipi,Total,1230
2001,,Miravet,municipi,Homes,416
2001,,Miravet,municipi,Dones,366
2001,,Miravet,municipi,Total,782
2001,,Moià,municipi,Homes,2016
2001,,Moià,municipi,Dones,2073
2001,,Moià,municipi,Total,4089
2001,,"Molar, el",municipi,Homes,151
2001,,"Molar, el",municipi,Dones,140
2001,,"Molar, el",municipi,Total,291
2001,,Molins de Rei,municipi,Homes,9926
2001,,Molins de Rei,municipi,Dones,10272
2001,,Molins de Rei,municipi,Total,20198
2001,,Mollerussa,municipi,Homes,4887
2001,,Mollerussa,municipi,Dones,4977
2001,,Mollerussa,municipi,Total,9864
2001,,Mollet de Peralada,municipi,Homes,101
2001,,Mollet de Peralada,municipi,Dones,86
2001,,Mollet de Peralada,municipi,Total,187
