anyo,id_territori,territori,nivel_territorial,sexe,valor
2011,,Vilobí d'Onyar,municipi,Dones,1453
2011,,Vilobí d'Onyar,municipi,Total,3031
2011,,Vilobí del Penedès,municipi,Homes,569
2011,,Vilobí del Penedès,municipi,Dones,534
2011,,Vilobí del Penedès,municipi,Total,1103
2011,,Vilopriu,municipi,Homes,117
2011,,Vilopriu,municipi,Dones,95
2011,,Vilopriu,municipi,Total,212
2011,,"Vilosell, el",municipi,Homes,104
2011,,"Vilosell, el",municipi,Dones,99
2011,,"Vilosell, el",municipi,Total,203
2011,,Vimbodí i Poblet,municipi,Homes,571
2011,,Vimbodí i Poblet,municipi,Dones,439
2011,,Vimbodí i Poblet,municipi,Total,1010
2011,,Vinaixa,municipi,Homes,297
2011,,Vinaixa,municipi,Dones,277
2011,,Vinaixa,municipi,Total,574
2011,,Vinebre,municipi,Homes,227
2011,,Vinebre,municipi,Dones,233
2011,,Vinebre,municipi,Total,460
2011,,Vinyols i els Arcs,municipi,Homes,984
2011,,Vinyols i els Arcs,municipi,Dones,927
2011,,Vinyols i els Arcs,municipi,Total,1911
2011,,Viver i Serrateix,municipi,Homes,92
2011,,Viver i Serrateix,municipi,Dones,86
2011,,Viver i Serrateix,municipi,Total,178
2011,,Xerta,municipi,Homes,639
2011,,Xerta,municipi,Dones,658
2011,,Xerta,municipi,Total,1297
2011,137,Cataluña,ccaa,Homes,3732196
2011,137,Cataluña,ccaa,Dones,3807422
2011,137,Cataluña,ccaa,Total,7539618
2012,,Abella de la Conca,municipi,Homes,98
2012,,Abella de la Conca,municipi,Dones,76
2012,,Abella de la Conca,municipi,Total,174
2012,,Abrera,municipi,Homes,6072
2012,,Abrera,municipi,Dones,5798
2012,,Abrera,municipi,Total,11870
2012,,Àger,municipi,Homes,322
2012,,Àger,municipi,Dones,271
2012,,Àger,municipi,Total,593
2012,,Agramunt,municipi,Homes,2873
2012,,Agramunt,municipi,Dones,2760
2012,,Agramunt,municipi,Total,5633
2012,,Aguilar de Segarra,municipi,Homes,132
2012,,Aguilar de Segarra,municipi,Dones,118
2012,,Aguilar de Segarra,municipi,Total,250
2012,,Agullana,municipi,Homes,439
2012,,Agullana,municipi,Dones,419
2012,,Agullana,municipi,Total,858
2012,,Aiguafreda,municipi,Homes,1198
2012,,Aiguafreda,municipi,Dones,1280
2012,,Aiguafreda,municipi,Total,2478
2012,,Aiguamúrcia,municipi,Homes,473
2012,,Aiguamúrcia,municipi,Dones,433
2012,,Aiguamúrcia,municipi,Total,906
2012,,Aiguaviva,municipi,Homes,383
2012,,Aiguaviva,municipi,Dones,391
2012,,Aiguaviva,municipi,Total,774
2012,,Aitona,municipi,Homes,1246
2012,,Aitona,municipi,Dones,1173
2012,,Aitona,municipi,Total,2419
2012,,"Alamús, els",municipi,Homes,408
2012,,"Alamús, els",municipi,Dones,343
2012,,"Alamús, els",municipi,Total,751
2012,,Alàs i Cerc,municipi,Homes,200
2012,,Alàs i Cerc,municipi,Dones,176
2012,,Alàs i Cerc,municipi,Total,376
2012,,"Albagés, l'",municipi,Homes,224
2012,,"Albagés, l'",municipi,Dones,201
2012,,"Albagés, l'",municipi,Total,425
2012,,Albanyà,municipi,Homes,85
2012,,Albanyà,municipi,Dones,68
2012,,Albanyà,municipi,Total,153
2012,,Albatàrrec,municipi,Homes,1101
2012,,Albatàrrec,municipi,Dones,1012
2012,,Albatàrrec,municipi,Total,2113
2012,,Albesa,municipi,Homes,889
2012,,Albesa,municipi,Dones,763
2012,,Albesa,municipi,Total,1652
2012,,"Albi, l'",municipi,Homes,448
2012,,"Albi, l'",municipi,Dones,412
2012,,"Albi, l'",municipi,Total,860
2012,,Albinyana,municipi,Homes,1186
2012,,Albinyana,municipi,Dones,1181
2012,,Albinyana,municipi,Total,2367
2012,,"Albiol, l'",municipi,Homes,232
2012,,"Albiol, l'",municipi,Dones,227
2012,,"Albiol, l'",municipi,Total,459
2012,,Albons,municipi,Homes,370
2012,,Albons,municipi,Dones,344
2012,,Albons,municipi,Total,714
2012,,Alcanar,municipi,Homes,5520
2012,,Alcanar,municipi,Dones,5138
2012,,Alcanar,municipi,Total,10658
2012,,Alcanó,municipi,Homes,115
2012,,Alcanó,municipi,Dones,122
2012,,Alcanó,municipi,Total,237
2012,,Alcarràs,municipi,Homes,4520
2012,,Alcarràs,municipi,Dones,4235
2012,,Alcarràs,municipi,Total,8755
2012,,Alcoletge,municipi,Homes,1677
2012,,Alcoletge,municipi,Dones,1514
2012,,Alcoletge,municipi,Total,3191
2012,,Alcover,municipi,Homes,2593
2012,,Alcover,municipi,Dones,2550
2012,,Alcover,municipi,Total,5143
2012,,"Aldea, l'",municipi,Homes,2421
2012,,"Aldea, l'",municipi,Dones,2109
2012,,"Aldea, l'",municipi,Total,4530
2012,,Aldover,municipi,Homes,486
2012,,Aldover,municipi,Dones,482
2012,,Aldover,municipi,Total,968
2012,,"Aleixar, l'",municipi,Homes,465
2012,,"Aleixar, l'",municipi,Dones,461
2012,,"Aleixar, l'",municipi,Total,926
2012,,Alella,municipi,Homes,4716
2012,,Alella,municipi,Dones,4894
2012,,Alella,municipi,Total,9610
2012,,Alfara de Carles,municipi,Homes,213
2012,,Alfara de Carles,municipi,Dones,186
2012,,Alfara de Carles,municipi,Total,399
2012,,Alfarràs,municipi,Homes,1578
2012,,Alfarràs,municipi,Dones,1499
2012,,Alfarràs,municipi,Total,3077
2012,,Alfés,municipi,Homes,179
2012,,Alfés,municipi,Dones,163
2012,,Alfés,municipi,Total,342
2012,,Alforja,municipi,Homes,964
2012,,Alforja,municipi,Dones,901
2012,,Alforja,municipi,Total,1865
2012,,Algerri,municipi,Homes,229
2012,,Algerri,municipi,Dones,209
2012,,Algerri,municipi,Total,438
2012,,Alguaire,municipi,Homes,1635
2012,,Alguaire,municipi,Dones,1470
2012,,Alguaire,municipi,Total,3105
2012,,Alins,municipi,Homes,159
2012,,Alins,municipi,Dones,147
2012,,Alins,municipi,Total,306
2012,,Alió,municipi,Homes,196
2012,,Alió,municipi,Dones,198
2012,,Alió,municipi,Total,394
2012,,Almacelles,municipi,Homes,3534
2012,,Almacelles,municipi,Dones,3194
2012,,Almacelles,municipi,Total,6728
2012,,Almatret,municipi,Homes,187
2012,,Almatret,municipi,Dones,167
2012,,Almatret,municipi,Total,354
2012,,Almenar,municipi,Homes,1941
2012,,Almenar,municipi,Dones,1712
2012,,Almenar,municipi,Total,3653
2012,,Almoster,municipi,Homes,689
2012,,Almoster,municipi,Dones,692
2012,,Almoster,municipi,Total,1381
2012,,Alòs de Balaguer,municipi,Homes,78
2012,,Alòs de Balaguer,municipi,Dones,56
2012,,Alòs de Balaguer,municipi,Total,134
2012,,Alp,municipi,Homes,927
2012,,Alp,municipi,Dones,818
2012,,Alp,municipi,Total,1745
2012,,Alpens,municipi,Homes,164
2012,,Alpens,municipi,Dones,140
2012,,Alpens,municipi,Total,304
2012,,Alpicat,municipi,Homes,3107
2012,,Alpicat,municipi,Dones,3096
2012,,Alpicat,municipi,Total,6203
2012,,Alt Àneu,municipi,Homes,246
2012,,Alt Àneu,municipi,Dones,193
2012,,Alt Àneu,municipi,Total,439
2012,,Altafulla,municipi,Homes,2382
2012,,Altafulla,municipi,Dones,2453
2012,,Altafulla,municipi,Total,4835
2012,,Amer,municipi,Homes,1105
2012,,Amer,municipi,Dones,1172
2012,,Amer,municipi,Total,2277
2012,,"Ametlla de Mar, l'",municipi,Homes,3914
2012,,"Ametlla de Mar, l'",municipi,Dones,3774
2012,,"Ametlla de Mar, l'",municipi,Total,7688
2012,,"Ametlla del Vallès, l'",municipi,Homes,4119
2012,,"Ametlla del Vallès, l'",municipi,Dones,4071
2012,,"Ametlla del Vallès, l'",municipi,Total,8190
2012,,"Ampolla, l'",municipi,Homes,1844
2012,,"Ampolla, l'",municipi,Dones,1762
2012,,"Ampolla, l'",municipi,Total,3606
2012,,Amposta,municipi,Homes,10867
2012,,Amposta,municipi,Dones,10567
2012,,Amposta,municipi,Total,21434
2012,,Anglès,municipi,Homes,2850
2012,,Anglès,municipi,Dones,2869
2012,,Anglès,municipi,Total,5719
2012,,Anglesola,municipi,Homes,692
2012,,Anglesola,municipi,Dones,693
2012,,Anglesola,municipi,Total,1385
2012,,Arbeca,municipi,Homes,1287
2012,,Arbeca,municipi,Dones,1206
2012,,Arbeca,municipi,Total,2493
2012,,"Arboç, l'",municipi,Homes,2845
2012,,"Arboç, l'",municipi,Dones,2641
2012,,"Arboç, l'",municipi,Total,5486
2012,,Arbolí,municipi,Homes,61
2012,,Arbolí,municipi,Dones,52
2012,,Arbolí,municipi,Total,113
2012,,Arbúcies,municipi,Homes,3538
2012,,Arbúcies,municipi,Dones,3203
2012,,Arbúcies,municipi,Total,6741
2012,,Arenys de Mar,municipi,Homes,7400
2012,,Arenys de Mar,municipi,Dones,7630
2012,,Arenys de Mar,municipi,Total,15030
2012,,Arenys de Munt,municipi,Homes,4305
2012,,Arenys de Munt,municipi,Dones,4225
2012,,Arenys de Munt,municipi,Total,8530
2012,,Argelaguer,municipi,Homes,223
2012,,Argelaguer,municipi,Dones,202
2012,,Argelaguer,municipi,Total,425
2012,,Argençola,municipi,Homes,141
2012,,Argençola,municipi,Dones,104
2012,,Argençola,municipi,Total,245
2012,,"Argentera, l'",municipi,Homes,88
2012,,"Argentera, l'",municipi,Dones,65
2012,,"Argentera, l'",municipi,Total,153
2012,,Argentona,municipi,Homes,5888
2012,,Argentona,municipi,Dones,6026
2012,,Argentona,municipi,Total,11914
2012,,"Armentera, l'",municipi,Homes,426
2012,,"Armentera, l'",municipi,Dones,434
2012,,"Armentera, l'",municipi,Total,860
2012,,Arnes,municipi,Homes,254
2012,,Arnes,municipi,Dones,238
2012,,Arnes,municipi,Total,492
2012,,Arres,municipi,Homes,42
2012,,Arres,municipi,Dones,23
2012,,Arres,municipi,Total,65
2012,,Arsèguel,municipi,Homes,51
2012,,Arsèguel,municipi,Dones,40
2012,,Arsèguel,municipi,Total,91
2012,,Artés,municipi,Homes,2802
2012,,Artés,municipi,Dones,2764
2012,,Artés,municipi,Total,5566
2012,,Artesa de Lleida,municipi,Homes,796
2012,,Artesa de Lleida,municipi,Dones,711
2012,,Artesa de Lleida,municipi,Total,1507
2012,,Artesa de Segre,municipi,Homes,1908
2012,,Artesa de Segre,municipi,Dones,1851
2012,,Artesa de Segre,municipi,Total,3759
2012,,Ascó,municipi,Homes,875
2012,,Ascó,municipi,Dones,805
2012,,Ascó,municipi,Total,1680
2012,,Aspa,municipi,Homes,110
2012,,Aspa,municipi,Dones,106
2012,,Aspa,municipi,Total,216
2012,,"Avellanes i Santa Linya, les",municipi,Homes,262
2012,,"Avellanes i Santa Linya, les",municipi,Dones,196
2012,,"Avellanes i Santa Linya, les",municipi,Total,458
2012,,Avià,municipi,Homes,1120
2012,,Avià,municipi,Dones,1139
2012,,Avià,municipi,Total,2259
2012,,Avinyó,municipi,Homes,1162
2012,,Avinyó,municipi,Dones,1166
2012,,Avinyó,municipi,Total,2328
2012,,Avinyonet de Puigventós,municipi,Homes,764
2012,,Avinyonet de Puigventós,municipi,Dones,759
2012,,Avinyonet de Puigventós,municipi,Total,1523
2012,,Avinyonet del Penedès,municipi,Homes,923
2012,,Avinyonet del Penedès,municipi,Dones,793
2012,,Avinyonet del Penedès,municipi,Total,1716
2012,,Badalona,municipi,Homes,110309
2012,,Badalona,municipi,Dones,110668
2012,,Badalona,municipi,Total,220977
2012,,Badia del Vallès,municipi,Homes,6648
2012,,Badia del Vallès,municipi,Dones,6915
2012,,Badia del Vallès,municipi,Total,13563
2012,,Bagà,municipi,Homes,1204
2012,,Bagà,municipi,Dones,1192
2012,,Bagà,municipi,Total,2396
2012,,Baix Pallars,municipi,Homes,187
2012,,Baix Pallars,municipi,Dones,175
2012,,Baix Pallars,municipi,Total,362
2012,,Balaguer,municipi,Homes,8659
2012,,Balaguer,municipi,Dones,8293
2012,,Balaguer,municipi,Total,16952
2012,,Balenyà,municipi,Homes,1865
2012,,Balenyà,municipi,Dones,1849
2012,,Balenyà,municipi,Total,3714
2012,,Balsareny,municipi,Homes,1760
2012,,Balsareny,municipi,Dones,1732
2012,,Balsareny,municipi,Total,3492
2012,,Banyeres del Penedès,municipi,Homes,1558
2012,,Banyeres del Penedès,municipi,Dones,1461
2012,,Banyeres del Penedès,municipi,Total,3019
2012,,Banyoles,municipi,Homes,9697
2012,,Banyoles,municipi,Dones,9644
2012,,Banyoles,municipi,Total,19341
2012,,Barbens,municipi,Homes,492
2012,,Barbens,municipi,Dones,436
2012,,Barbens,municipi,Total,928
2012,,Barberà de la Conca,municipi,Homes,288
2012,,Barberà de la Conca,municipi,Dones,238
2012,,Barberà de la Conca,municipi,Total,526
2012,,Barberà del Vallès,municipi,Homes,16117
2012,,Barberà del Vallès,municipi,Dones,16319
2012,,Barberà del Vallès,municipi,Total,32436
2012,,Barcelona,municipi,Homes,769819
2012,,Barcelona,municipi,Dones,851124
2012,,Barcelona,municipi,Total,1620943
2012,,"Baronia de Rialb, la",municipi,Homes,136
2012,,"Baronia de Rialb, la",municipi,Dones,119
2012,,"Baronia de Rialb, la",municipi,Total,255
2012,,Bàscara,municipi,Homes,498
2012,,Bàscara,municipi,Dones,470
2012,,Bàscara,municipi,Total,968
2012,,Bassella,municipi,Homes,129
2012,,Bassella,municipi,Dones,117
2012,,Bassella,municipi,Total,246
2012,,Batea,municipi,Homes,1097
2012,,Batea,municipi,Dones,1039
2012,,Batea,municipi,Total,2136
2012,,Bausen,municipi,Homes,36
2012,,Bausen,municipi,Dones,25
2012,,Bausen,municipi,Total,61
2012,,Begues,municipi,Homes,3241
2012,,Begues,municipi,Dones,3279
2012,,Begues,municipi,Total,6520
2012,,Begur,municipi,Homes,2156
2012,,Begur,municipi,Dones,2065
2012,,Begur,municipi,Total,4221
2012,,Belianes,municipi,Homes,291
2012,,Belianes,municipi,Dones,273
2012,,Belianes,municipi,Total,564
2012,,Bellaguarda,municipi,Homes,180
2012,,Bellaguarda,municipi,Dones,155
2012,,Bellaguarda,municipi,Total,335
2012,,Bellcaire d'Empordà,municipi,Homes,328
2012,,Bellcaire d'Empordà,municipi,Dones,333
2012,,Bellcaire d'Empordà,municipi,Total,661
2012,,Bellcaire d'Urgell,municipi,Homes,684
2012,,Bellcaire d'Urgell,municipi,Dones,666
2012,,Bellcaire d'Urgell,municipi,Total,1350
2012,,Bell-lloc d'Urgell,municipi,Homes,1194
2012,,Bell-lloc d'Urgell,municipi,Dones,1226
2012,,Bell-lloc d'Urgell,municipi,Total,2420
2012,,Bellmunt d'Urgell,municipi,Homes,93
2012,,Bellmunt d'Urgell,municipi,Dones,103
2012,,Bellmunt d'Urgell,municipi,Total,196
2012,,Bellmunt del Priorat,municipi,Homes,173
2012,,Bellmunt del Priorat,municipi,Dones,163
2012,,Bellmunt del Priorat,municipi,Total,336
2012,,Bellprat,municipi,Homes,53
2012,,Bellprat,municipi,Dones,38
2012,,Bellprat,municipi,Total,91
2012,,Bellpuig,municipi,Homes,2582
2012,,Bellpuig,municipi,Dones,2393
2012,,Bellpuig,municipi,Total,4975
2012,,Bellvei,municipi,Homes,1087
2012,,Bellvei,municipi,Dones,1023
2012,,Bellvei,municipi,Total,2110
2012,,Bellver de Cerdanya,municipi,Homes,1207
2012,,Bellver de Cerdanya,municipi,Dones,1093
2012,,Bellver de Cerdanya,municipi,Total,2300
2012,,Bellvís,municipi,Homes,1213
2012,,Bellvís,municipi,Dones,1178
2012,,Bellvís,municipi,Total,2391
2012,,Benavent de Segrià,municipi,Homes,798
2012,,Benavent de Segrià,municipi,Dones,742
2012,,Benavent de Segrià,municipi,Total,1540
2012,,Benifallet,municipi,Homes,390
2012,,Benifallet,municipi,Dones,381
2012,,Benifallet,municipi,Total,771
2012,,Benissanet,municipi,Homes,700
2012,,Benissanet,municipi,Dones,580
2012,,Benissanet,municipi,Total,1280
2012,,Berga,municipi,Homes,8313
2012,,Berga,municipi,Dones,8532
2012,,Berga,municipi,Total,16845
2012,,Besalú,municipi,Homes,1163
2012,,Besalú,municipi,Dones,1264
2012,,Besalú,municipi,Total,2427
2012,,Bescanó,municipi,Homes,2335
2012,,Bescanó,municipi,Dones,2370
2012,,Bescanó,municipi,Total,4705
2012,,Beuda,municipi,Homes,92
2012,,Beuda,municipi,Dones,78
2012,,Beuda,municipi,Total,170
2012,,Bigues i Riells del Fai,municipi,Homes,4489
2012,,Bigues i Riells del Fai,municipi,Dones,4292
2012,,Bigues i Riells del Fai,municipi,Total,8781
2012,,Biosca,municipi,Homes,115
2012,,Biosca,municipi,Dones,98
2012,,Biosca,municipi,Total,213
2012,,"Bisbal d'Empordà, la",municipi,Homes,5419
2012,,"Bisbal d'Empordà, la",municipi,Dones,5260
2012,,"Bisbal d'Empordà, la",municipi,Total,10679
2012,,"Bisbal de Montsant, la",municipi,Homes,127
2012,,"Bisbal de Montsant, la",municipi,Dones,100
2012,,"Bisbal de Montsant, la",municipi,Total,227
2012,,"Bisbal del Penedès, la",municipi,Homes,1782
2012,,"Bisbal del Penedès, la",municipi,Dones,1646
2012,,"Bisbal del Penedès, la",municipi,Total,3428
2012,,Biure,municipi,Homes,128
2012,,Biure,municipi,Dones,121
2012,,Biure,municipi,Total,249
2012,,Blancafort,municipi,Homes,214
2012,,Blancafort,municipi,Dones,204
2012,,Blancafort,municipi,Total,418
2012,,Blanes,municipi,Homes,20036
2012,,Blanes,municipi,Dones,19749
2012,,Blanes,municipi,Total,39785
2012,,Boadella i les Escaules,municipi,Homes,123
2012,,Boadella i les Escaules,municipi,Dones,133
2012,,Boadella i les Escaules,municipi,Total,256
2012,,Bolvir,municipi,Homes,214
2012,,Bolvir,municipi,Dones,186
2012,,Bolvir,municipi,Total,400
2012,,Bonastre,municipi,Homes,346
2012,,Bonastre,municipi,Dones,305
2012,,Bonastre,municipi,Total,651
2012,,"Bòrdes, Es",municipi,Homes,130
2012,,"Bòrdes, Es",municipi,Dones,108
2012,,"Bòrdes, Es",municipi,Total,238
2012,,Bordils,municipi,Homes,877
2012,,Bordils,municipi,Dones,860
2012,,Bordils,municipi,Total,1737
2012,,"Borges Blanques, les",municipi,Homes,3095
2012,,"Borges Blanques, les",municipi,Dones,2965
2012,,"Borges Blanques, les",municipi,Total,6060
2012,,"Borges del Camp, les",municipi,Homes,1065
2012,,"Borges del Camp, les",municipi,Dones,1062
2012,,"Borges del Camp, les",municipi,Total,2127
2012,,Borrassà,municipi,Homes,364
2012,,Borrassà,municipi,Dones,350
2012,,Borrassà,municipi,Total,714
2012,,Borredà,municipi,Homes,321
2012,,Borredà,municipi,Dones,273
2012,,Borredà,municipi,Total,594
2012,,Bossòst,municipi,Homes,591
2012,,Bossòst,municipi,Dones,588
2012,,Bossòst,municipi,Total,1179
2012,,Bot,municipi,Homes,353
2012,,Bot,municipi,Dones,325
2012,,Bot,municipi,Total,678
2012,,Botarell,municipi,Homes,595
2012,,Botarell,municipi,Dones,531
2012,,Botarell,municipi,Total,1126
2012,,Bovera,municipi,Homes,166
2012,,Bovera,municipi,Dones,149
2012,,Bovera,municipi,Total,315
2012,,Bràfim,municipi,Homes,342
2012,,Bràfim,municipi,Dones,328
2012,,Bràfim,municipi,Total,670
2012,,Breda,municipi,Homes,1900
2012,,Breda,municipi,Dones,1867
2012,,Breda,municipi,Total,3767
2012,,"Bruc, el",municipi,Homes,1090
2012,,"Bruc, el",municipi,Dones,939
2012,,"Bruc, el",municipi,Total,2029
2012,,"Brull, el",municipi,Homes,143
2012,,"Brull, el",municipi,Dones,118
2012,,"Brull, el",municipi,Total,261
2012,,Brunyola i Sant Martí Sapresa,municipi,Homes,195
2012,,Brunyola i Sant Martí Sapresa,municipi,Dones,202
2012,,Brunyola i Sant Martí Sapresa,municipi,Total,397
2012,,Cabacés,municipi,Homes,177
2012,,Cabacés,municipi,Dones,165
2012,,Cabacés,municipi,Total,342
2012,,Cabanabona,municipi,Homes,42
2012,,Cabanabona,municipi,Dones,58
2012,,Cabanabona,municipi,Total,100
2012,,Cabanelles,municipi,Homes,137
2012,,Cabanelles,municipi,Dones,107
2012,,Cabanelles,municipi,Total,244
2012,,Cabanes,municipi,Homes,496
2012,,Cabanes,municipi,Dones,435
2012,,Cabanes,municipi,Total,931
2012,,"Cabanyes, les",municipi,Homes,483
2012,,"Cabanyes, les",municipi,Dones,464
2012,,"Cabanyes, les",municipi,Total,947
2012,,Cabó,municipi,Homes,47
2012,,Cabó,municipi,Dones,47
2012,,Cabó,municipi,Total,94
2012,,Cabra del Camp,municipi,Homes,607
2012,,Cabra del Camp,municipi,Dones,558
2012,,Cabra del Camp,municipi,Total,1165
2012,,Cabrera d'Anoia,municipi,Homes,730
2012,,Cabrera d'Anoia,municipi,Dones,646
2012,,Cabrera d'Anoia,municipi,Total,1376
2012,,Cabrera de Mar,municipi,Homes,2287
2012,,Cabrera de Mar,municipi,Dones,2245
2012,,Cabrera de Mar,municipi,Total,4532
2012,,Cabrils,municipi,Homes,3496
2012,,Cabrils,municipi,Dones,3644
2012,,Cabrils,municipi,Total,7140
2012,,Cadaqués,municipi,Homes,1440
2012,,Cadaqués,municipi,Dones,1495
2012,,Cadaqués,municipi,Total,2935
2012,,Calaf,municipi,Homes,1848
2012,,Calaf,municipi,Dones,1690
2012,,Calaf,municipi,Total,3538
2012,,Calafell,municipi,Homes,12471
2012,,Calafell,municipi,Dones,12201
2012,,Calafell,municipi,Total,24672
2012,,Calders,municipi,Homes,488
2012,,Calders,municipi,Dones,467
2012,,Calders,municipi,Total,955
2012,,Caldes d'Estrac,municipi,Homes,1318
2012,,Caldes d'Estrac,municipi,Dones,1455
2012,,Caldes d'Estrac,municipi,Total,2773
2012,,Caldes de Malavella,municipi,Homes,3515
2012,,Caldes de Malavella,municipi,Dones,3556
2012,,Caldes de Malavella,municipi,Total,7071
2012,,Caldes de Montbui,municipi,Homes,8635
2012,,Caldes de Montbui,municipi,Dones,8636
2012,,Caldes de Montbui,municipi,Total,17271
2012,,Calella,municipi,Homes,9153
2012,,Calella,municipi,Dones,9376
2012,,Calella,municipi,Total,18529
2012,,Calldetenes,municipi,Homes,1250
2012,,Calldetenes,municipi,Dones,1191
2012,,Calldetenes,municipi,Total,2441
2012,,Callús,municipi,Homes,942
2012,,Callús,municipi,Dones,967
2012,,Callús,municipi,Total,1909
2012,,Calonge de Segarra,municipi,Homes,101
2012,,Calonge de Segarra,municipi,Dones,100
2012,,Calonge de Segarra,municipi,Total,201
2012,,Calonge i Sant Antoni,municipi,Homes,5431
2012,,Calonge i Sant Antoni,municipi,Dones,5420
2012,,Calonge i Sant Antoni,municipi,Total,10851
2012,,Camarasa,municipi,Homes,483
2012,,Camarasa,municipi,Dones,462
2012,,Camarasa,municipi,Total,945
2012,,Camarles,municipi,Homes,1844
2012,,Camarles,municipi,Dones,1765
2012,,Camarles,municipi,Total,3609
2012,,Cambrils,municipi,Homes,16680
2012,,Cambrils,municipi,Dones,16855
2012,,Cambrils,municipi,Total,33535
2012,,Camós,municipi,Homes,343
2012,,Camós,municipi,Dones,334
2012,,Camós,municipi,Total,677
2012,,Campdevànol,municipi,Homes,1710
2012,,Campdevànol,municipi,Dones,1759
2012,,Campdevànol,municipi,Total,3469
2012,,Campelles,municipi,Homes,66
2012,,Campelles,municipi,Dones,70
2012,,Campelles,municipi,Total,136
2012,,Campins,municipi,Homes,251
2012,,Campins,municipi,Dones,245
2012,,Campins,municipi,Total,496
2012,,Campllong,municipi,Homes,266
2012,,Campllong,municipi,Dones,259
2012,,Campllong,municipi,Total,525
2012,,Camprodon,municipi,Homes,1207
2012,,Camprodon,municipi,Dones,1259
2012,,Camprodon,municipi,Total,2466
2012,,Canejan,municipi,Homes,57
2012,,Canejan,municipi,Dones,52
2012,,Canejan,municipi,Total,109
2012,,Canet d'Adri,municipi,Homes,317
2012,,Canet d'Adri,municipi,Dones,307
2012,,Canet d'Adri,municipi,Total,624
2012,,Canet de Mar,municipi,Homes,6967
2012,,Canet de Mar,municipi,Dones,7216
2012,,Canet de Mar,municipi,Total,14183
2012,,"Canonja, la",municipi,Homes,2871
2012,,"Canonja, la",municipi,Dones,2852
2012,,"Canonja, la",municipi,Total,5723
2012,,Canovelles,municipi,Homes,8381
2012,,Canovelles,municipi,Dones,7709
2012,,Canovelles,municipi,Total,16090
2012,,Cànoves i Samalús,municipi,Homes,1471
2012,,Cànoves i Samalús,municipi,Dones,1394
2012,,Cànoves i Samalús,municipi,Total,2865
2012,,Cantallops,municipi,Homes,171
2012,,Cantallops,municipi,Dones,162
2012,,Cantallops,municipi,Total,333
2012,,Canyelles,municipi,Homes,2175
2012,,Canyelles,municipi,Dones,2100
2012,,Canyelles,municipi,Total,4275
2012,,Capafonts,municipi,Homes,64
2012,,Capafonts,municipi,Dones,57
2012,,Capafonts,municipi,Total,121
2012,,Capçanes,municipi,Homes,210
2012,,Capçanes,municipi,Dones,211
2012,,Capçanes,municipi,Total,421
2012,,Capellades,municipi,Homes,2701
2012,,Capellades,municipi,Dones,2738
2012,,Capellades,municipi,Total,5439
2012,,Capmany,municipi,Homes,341
2012,,Capmany,municipi,Dones,292
2012,,Capmany,municipi,Total,633
2012,,Capolat,municipi,Homes,38
2012,,Capolat,municipi,Dones,52
2012,,Capolat,municipi,Total,90
2012,,Cardedeu,municipi,Homes,8567
2012,,Cardedeu,municipi,Dones,8860
2012,,Cardedeu,municipi,Total,17427
2012,,Cardona,municipi,Homes,2492
2012,,Cardona,municipi,Dones,2572
2012,,Cardona,municipi,Total,5064
2012,,Carme,municipi,Homes,457
2012,,Carme,municipi,Dones,409
2012,,Carme,municipi,Total,866
2012,,Caseres,municipi,Homes,139
2012,,Caseres,municipi,Dones,145
2012,,Caseres,municipi,Total,284
2012,,Cassà de la Selva,municipi,Homes,5112
2012,,Cassà de la Selva,municipi,Dones,4813
2012,,Cassà de la Selva,municipi,Total,9925
2012,,Casserres,municipi,Homes,796
2012,,Casserres,municipi,Dones,782
2012,,Casserres,municipi,Total,1578
2012,,"Castell d'Aro, Platja d'Aro i s'Agaró",municipi,Homes,5236
2012,,"Castell d'Aro, Platja d'Aro i s'Agaró",municipi,Dones,5291
2012,,"Castell d'Aro, Platja d'Aro i s'Agaró",municipi,Total,10527
2012,,Castell de l'Areny,municipi,Homes,43
2012,,Castell de l'Areny,municipi,Dones,30
2012,,Castell de l'Areny,municipi,Total,73
2012,,Castell de Mur,municipi,Homes,93
2012,,Castell de Mur,municipi,Dones,80
2012,,Castell de Mur,municipi,Total,173
2012,,Castellar de la Ribera,municipi,Homes,83
2012,,Castellar de la Ribera,municipi,Dones,76
2012,,Castellar de la Ribera,municipi,Total,159
2012,,Castellar de n'Hug,municipi,Homes,96
2012,,Castellar de n'Hug,municipi,Dones,79
2012,,Castellar de n'Hug,municipi,Total,175
2012,,Castellar del Riu,municipi,Homes,95
2012,,Castellar del Riu,municipi,Dones,79
2012,,Castellar del Riu,municipi,Total,174
2012,,Castellar del Vallès,municipi,Homes,11539
2012,,Castellar del Vallès,municipi,Dones,11824
2012,,Castellar del Vallès,municipi,Total,23363
2012,,Castellbell i el Vilar,municipi,Homes,1870
2012,,Castellbell i el Vilar,municipi,Dones,1771
2012,,Castellbell i el Vilar,municipi,Total,3641
2012,,Castellbisbal,municipi,Homes,6338
2012,,Castellbisbal,municipi,Dones,6069
2012,,Castellbisbal,municipi,Total,12407
2012,,Castellcir,municipi,Homes,342
2012,,Castellcir,municipi,Dones,326
2012,,Castellcir,municipi,Total,668
2012,,Castelldans,municipi,Homes,549
2012,,Castelldans,municipi,Dones,479
2012,,Castelldans,municipi,Total,1028
2012,,Castelldefels,municipi,Homes,31213
2012,,Castelldefels,municipi,Dones,31776
