anyo,id_territori,territori,nivel_territorial,indicador,categoria,sexe,valor,unitat
2022,63,el Guinardó,barri,nivell_educatiu,Educación superior,,15246.0,persones
2022,75,la Font d'en Fargues,barri,nivell_educatiu,Educación primaria o inferior,,774.0,persones
2022,75,la Font d'en Fargues,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,1448.0,persones
2022,75,la Font d'en Fargues,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,1920.0,persones
2022,75,la Font d'en Fargues,barri,nivell_educatiu,Educación superior,,4105.0,persones
2022,87,el Carmel,barri,nivell_educatiu,Educación primaria o inferior,,5166.0,persones
2022,87,el Carmel,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,7904.0,persones
2022,87,el Carmel,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,6891.0,persones
2022,87,el Carmel,barri,nivell_educatiu,Educación superior,,7946.0,persones
2022,113,la Teixonera,barri,nivell_educatiu,Educación primaria o inferior,,1633.0,persones
2022,113,la Teixonera,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,2623.0,persones
2022,113,la Teixonera,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,2607.0,persones
2022,113,la Teixonera,barri,nivell_educatiu,Educación superior,,3543.0,persones
2022,132,Sant Genís dels Agudells,barri,nivell_educatiu,Educación primaria o inferior,,1045.0,persones
2022,132,Sant Genís dels Agudells,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,1376.0,persones
2022,132,Sant Genís dels Agudells,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,1611.0,persones
2022,132,Sant Genís dels Agudells,barri,nivell_educatiu,Educación superior,,2246.0,persones
2022,82,Montbau,barri,nivell_educatiu,Educación primaria o inferior,,679.0,persones
2022,82,Montbau,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,765.0,persones
2022,82,Montbau,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,1054.0,persones
2022,82,Montbau,barri,nivell_educatiu,Educación superior,,1918.0,persones
2022,97,la Vall d'Hebron,barri,nivell_educatiu,Educación primaria o inferior,,645.0,persones
2022,97,la Vall d'Hebron,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,939.0,persones
2022,97,la Vall d'Hebron,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,1198.0,persones
2022,97,la Vall d'Hebron,barri,nivell_educatiu,Educación superior,,2408.0,persones
2022,136,la Clota,barri,nivell_educatiu,Educación primaria o inferior,,71.0,persones
2022,136,la Clota,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,108.0,persones
2022,136,la Clota,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,139.0,persones
2022,136,la Clota,barri,nivell_educatiu,Educación superior,,226.0,persones
2022,79,Horta,barri,nivell_educatiu,Educación primaria o inferior,,3798.0,persones
2022,79,Horta,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,5159.0,persones
2022,79,Horta,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,5881.0,persones
2022,79,Horta,barri,nivell_educatiu,Educación superior,,9440.0,persones
2022,,Nou Barris,districte,nivell_educatiu,Educación primaria o inferior,,26866.0,persones
2022,,Nou Barris,districte,nivell_educatiu,Primera etapa de educación secundaria y similar,,42226.0,persones
2022,,Nou Barris,districte,nivell_educatiu,Segunda etapa d’educació secundària i similar,,35899.0,persones
2022,,Nou Barris,districte,nivell_educatiu,Educación superior,,42575.0,persones
2022,107,Vilapicina i la Torre Llobeta,barri,nivell_educatiu,Educación primaria o inferior,,3215.0,persones
2022,107,Vilapicina i la Torre Llobeta,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,4877.0,persones
2022,107,Vilapicina i la Torre Llobeta,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,5590.0,persones
2022,107,Vilapicina i la Torre Llobeta,barri,nivell_educatiu,Educación superior,,8914.0,persones
2022,77,Porta,barri,nivell_educatiu,Educación primaria o inferior,,4435.0,persones
2022,77,Porta,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,5912.0,persones
2022,77,Porta,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,5881.0,persones
2022,77,Porta,barri,nivell_educatiu,Educación superior,,7649.0,persones
2022,122,el Turó de la Peira,barri,nivell_educatiu,Educación primaria o inferior,,2478.0,persones
2022,122,el Turó de la Peira,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,3607.0,persones
2022,122,el Turó de la Peira,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,3589.0,persones
2022,122,el Turó de la Peira,barri,nivell_educatiu,Educación superior,,3963.0,persones
2022,127,Can Peguera,barri,nivell_educatiu,Educación primaria o inferior,,344.0,persones
2022,127,Can Peguera,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,707.0,persones
2022,127,Can Peguera,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,424.0,persones
2022,127,Can Peguera,barri,nivell_educatiu,Educación superior,,445.0,persones
2022,91,la Guineueta,barri,nivell_educatiu,Educación primaria o inferior,,2163.0,persones
2022,91,la Guineueta,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,3196.0,persones
2022,91,la Guineueta,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,3194.0,persones
2022,91,la Guineueta,barri,nivell_educatiu,Educación superior,,4664.0,persones
2022,89,Canyelles,barri,nivell_educatiu,Educación primaria o inferior,,1103.0,persones
2022,89,Canyelles,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,1956.0,persones
2022,89,Canyelles,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,1386.0,persones
2022,89,Canyelles,barri,nivell_educatiu,Educación superior,,1625.0,persones
2022,104,les Roquetes,barri,nivell_educatiu,Educación primaria o inferior,,2711.0,persones
2022,104,les Roquetes,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,4758.0,persones
2022,104,les Roquetes,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,3229.0,persones
2022,104,les Roquetes,barri,nivell_educatiu,Educación superior,,2918.0,persones
2022,120,Verdun,barri,nivell_educatiu,Educación primaria o inferior,,2134.0,persones
2022,120,Verdun,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,3278.0,persones
2022,120,Verdun,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,2649.0,persones
2022,120,Verdun,barri,nivell_educatiu,Educación superior,,2801.0,persones
2022,71,la Prosperitat,barri,nivell_educatiu,Educación primaria o inferior,,4487.0,persones
2022,71,la Prosperitat,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,6716.0,persones
2022,71,la Prosperitat,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,5647.0,persones
2022,71,la Prosperitat,barri,nivell_educatiu,Educación superior,,6143.0,persones
2022,128,la Trinitat Nova,barri,nivell_educatiu,Educación primaria o inferior,,1164.0,persones
2022,128,la Trinitat Nova,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,2456.0,persones
2022,128,la Trinitat Nova,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,1516.0,persones
2022,128,la Trinitat Nova,barri,nivell_educatiu,Educación superior,,1262.0,persones
2022,94,Torre Baró,barri,nivell_educatiu,Educación primaria o inferior,,419.0,persones
2022,94,Torre Baró,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,996.0,persones
2022,94,Torre Baró,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,540.0,persones
2022,94,Torre Baró,barri,nivell_educatiu,Educación superior,,456.0,persones
2022,100,Ciutat Meridiana,barri,nivell_educatiu,Educación primaria o inferior,,1979.0,persones
2022,100,Ciutat Meridiana,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,3307.0,persones
2022,100,Ciutat Meridiana,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,2023.0,persones
2022,100,Ciutat Meridiana,barri,nivell_educatiu,Educación superior,,1516.0,persones
2022,93,Vallbona,barri,nivell_educatiu,Educación primaria o inferior,,234.0,persones
2022,93,Vallbona,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,460.0,persones
2022,93,Vallbona,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,231.0,persones
2022,93,Vallbona,barri,nivell_educatiu,Educación superior,,219.0,persones
2022,,Sant Andreu (Districte),,nivell_educatiu,Educación primaria o inferior,,17916.0,persones
2022,,Sant Andreu (Districte),,nivell_educatiu,Primera etapa de educación secundaria y similar,,29404.0,persones
2022,,Sant Andreu (Districte),,nivell_educatiu,Segunda etapa d’educació secundària i similar,,32399.0,persones
2022,,Sant Andreu (Districte),,nivell_educatiu,Educación superior,,52372.0,persones
2022,92,la Trinitat Vella,barri,nivell_educatiu,Educación primaria o inferior,,1664.0,persones
2022,92,la Trinitat Vella,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,2971.0,persones
2022,92,la Trinitat Vella,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,2030.0,persones
2022,92,la Trinitat Vella,barri,nivell_educatiu,Educación superior,,1759.0,persones
2022,130,Baró de Viver,barri,nivell_educatiu,Educación primaria o inferior,,412.0,persones
2022,130,Baró de Viver,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,868.0,persones
2022,130,Baró de Viver,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,508.0,persones
2022,130,Baró de Viver,barri,nivell_educatiu,Educación superior,,398.0,persones
2022,98,el Bon Pastor,barri,nivell_educatiu,Educación primaria o inferior,,2096.0,persones
2022,98,el Bon Pastor,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,3459.0,persones
2022,98,el Bon Pastor,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,2771.0,persones
2022,98,el Bon Pastor,barri,nivell_educatiu,Educación superior,,3031.0,persones
2022,,Sant Andreu (Barrio),,nivell_educatiu,Educación primaria o inferior,,6687.0,persones
2022,,Sant Andreu (Barrio),,nivell_educatiu,Primera etapa de educación secundaria y similar,,10930.0,persones
2022,,Sant Andreu (Barrio),,nivell_educatiu,Segunda etapa d’educació secundària i similar,,12736.0,persones
2022,,Sant Andreu (Barrio),,nivell_educatiu,Educación superior,,22249.0,persones
2022,70,la Sagrera,barri,nivell_educatiu,Educación primaria o inferior,,3279.0,persones
2022,70,la Sagrera,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,5238.0,persones
2022,70,la Sagrera,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,6401.0,persones
2022,70,la Sagrera,barri,nivell_educatiu,Educación superior,,10886.0,persones
2022,109,el Congrés i els Indians,barri,nivell_educatiu,Educación primaria o inferior,,1538.0,persones
2022,109,el Congrés i els Indians,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,2295.0,persones
2022,109,el Congrés i els Indians,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,3103.0,persones
2022,109,el Congrés i els Indians,barri,nivell_educatiu,Educación superior,,5527.0,persones
2022,129,Navas,barri,nivell_educatiu,Educación primaria o inferior,,2240.0,persones
2022,129,Navas,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,3643.0,persones
2022,129,Navas,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,4850.0,persones
2022,129,Navas,barri,nivell_educatiu,Educación superior,,8522.0,persones
2022,,Sant Martí,districte,nivell_educatiu,Educación primaria o inferior,,26627.0,persones
2022,,Sant Martí,districte,nivell_educatiu,Primera etapa de educación secundaria y similar,,43006.0,persones
2022,,Sant Martí,districte,nivell_educatiu,Segunda etapa d’educació secundària i similar,,47740.0,persones
2022,,Sant Martí,districte,nivell_educatiu,Educación superior,,89394.0,persones
2022,78,el Camp de l'Arpa del Clot,barri,nivell_educatiu,Educación primaria o inferior,,3619.0,persones
2022,78,el Camp de l'Arpa del Clot,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,5894.0,persones
2022,78,el Camp de l'Arpa del Clot,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,8030.0,persones
2022,78,el Camp de l'Arpa del Clot,barri,nivell_educatiu,Educación superior,,16129.0,persones
2022,102,el Clot,barri,nivell_educatiu,Educación primaria o inferior,,2389.0,persones
2022,102,el Clot,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,4600.0,persones
2022,102,el Clot,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,5509.0,persones
2022,102,el Clot,barri,nivell_educatiu,Educación superior,,10713.0,persones
2022,64,el Parc i la Llacuna del Poblenou,barri,nivell_educatiu,Educación primaria o inferior,,1351.0,persones
2022,64,el Parc i la Llacuna del Poblenou,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,2200.0,persones
2022,64,el Parc i la Llacuna del Poblenou,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,2997.0,persones
2022,64,el Parc i la Llacuna del Poblenou,barri,nivell_educatiu,Educación superior,,7122.0,persones
2022,99,la Vila Olímpica del Poblenou,barri,nivell_educatiu,Educación primaria o inferior,,374.0,persones
2022,99,la Vila Olímpica del Poblenou,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,748.0,persones
2022,99,la Vila Olímpica del Poblenou,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,1510.0,persones
2022,99,la Vila Olímpica del Poblenou,barri,nivell_educatiu,Educación superior,,5432.0,persones
2022,114,el Poblenou,barri,nivell_educatiu,Educación primaria o inferior,,2795.0,persones
2022,114,el Poblenou,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,4817.0,persones
2022,114,el Poblenou,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,6120.0,persones
2022,114,el Poblenou,barri,nivell_educatiu,Educación superior,,15068.0,persones
2022,115,Diagonal Mar i el Front Marítim del Poblenou,barri,nivell_educatiu,Educación primaria o inferior,,1130.0,persones
2022,115,Diagonal Mar i el Front Marítim del Poblenou,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,1597.0,persones
2022,115,Diagonal Mar i el Front Marítim del Poblenou,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,2135.0,persones
2022,115,Diagonal Mar i el Front Marítim del Poblenou,barri,nivell_educatiu,Educación superior,,6170.0,persones
2022,126,el Besòs i el Maresme,barri,nivell_educatiu,Educación primaria o inferior,,4863.0,persones
2022,126,el Besòs i el Maresme,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,6994.0,persones
2022,126,el Besòs i el Maresme,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,5095.0,persones
2022,126,el Besòs i el Maresme,barri,nivell_educatiu,Educación superior,,5286.0,persones
2022,110,Provençals del Poblenou,barri,nivell_educatiu,Educación primaria o inferior,,2144.0,persones
2022,110,Provençals del Poblenou,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,3910.0,persones
2022,110,Provençals del Poblenou,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,4271.0,persones
2022,110,Provençals del Poblenou,barri,nivell_educatiu,Educación superior,,7687.0,persones
2022,105,Sant Martí de Provençals,barri,nivell_educatiu,Educación primaria o inferior,,3496.0,persones
2022,105,Sant Martí de Provençals,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,5188.0,persones
2022,105,Sant Martí de Provençals,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,5790.0,persones
2022,105,Sant Martí de Provençals,barri,nivell_educatiu,Educación superior,,8289.0,persones
2022,74,la Verneda i la Pau,barri,nivell_educatiu,Educación primaria o inferior,,4466.0,persones
2022,74,la Verneda i la Pau,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,7058.0,persones
2022,74,la Verneda i la Pau,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,6283.0,persones
2022,74,la Verneda i la Pau,barri,nivell_educatiu,Educación superior,,7498.0,persones
2023,,Barcelona,municipi,nivell_educatiu,Educación primaria o inferior,,163887.0,persones
2023,,Barcelona,municipi,nivell_educatiu,Primera etapa de educación secundaria y similar,,258604.0,persones
2023,,Barcelona,municipi,nivell_educatiu,Segunda etapa d’educació secundària i similar,,332477.0,persones
2023,,Barcelona,municipi,nivell_educatiu,Educación superior,,706661.0,persones
2023,,Ciutat Vella,districte,nivell_educatiu,Educación primaria o inferior,,15102.0,persones
2023,,Ciutat Vella,districte,nivell_educatiu,Primera etapa de educación secundaria y similar,,19630.0,persones
2023,,Ciutat Vella,districte,nivell_educatiu,Segunda etapa d’educació secundària i similar,,20492.0,persones
2023,,Ciutat Vella,districte,nivell_educatiu,Educación superior,,39741.0,persones
2023,65,el Raval,barri,nivell_educatiu,Educación primaria o inferior,,6640.0,persones
2023,65,el Raval,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,9735.0,persones
2023,65,el Raval,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,8490.0,persones
2023,65,el Raval,barri,nivell_educatiu,Educación superior,,14543.0,persones
2023,66,el Barri Gòtic,barri,nivell_educatiu,Educación primaria o inferior,,4772.0,persones
2023,66,el Barri Gòtic,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,4364.0,persones
2023,66,el Barri Gòtic,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,4820.0,persones
2023,66,el Barri Gòtic,barri,nivell_educatiu,Educación superior,,8596.0,persones
2023,67,la Barceloneta,barri,nivell_educatiu,Educación primaria o inferior,,1745.0,persones
2023,67,la Barceloneta,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,2572.0,persones
2023,67,la Barceloneta,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,3116.0,persones
2023,67,la Barceloneta,barri,nivell_educatiu,Educación superior,,5709.0,persones
2023,90,"Sant Pere, Santa Caterina i la Ribera",barri,nivell_educatiu,Educación primaria o inferior,,1945.0,persones
2023,90,"Sant Pere, Santa Caterina i la Ribera",barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,2959.0,persones
2023,90,"Sant Pere, Santa Caterina i la Ribera",barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,4066.0,persones
2023,90,"Sant Pere, Santa Caterina i la Ribera",barri,nivell_educatiu,Educación superior,,10893.0,persones
2023,,Eixample,districte,nivell_educatiu,Educación primaria o inferior,,18522.0,persones
2023,,Eixample,districte,nivell_educatiu,Primera etapa de educación secundaria y similar,,28325.0,persones
2023,,Eixample,districte,nivell_educatiu,Segunda etapa d’educació secundària i similar,,51418.0,persones
2023,,Eixample,districte,nivell_educatiu,Educación superior,,143384.0,persones
2023,96,el Fort Pienc,barri,nivell_educatiu,Educación primaria o inferior,,2836.0,persones
2023,96,el Fort Pienc,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,4163.0,persones
2023,96,el Fort Pienc,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,7044.0,persones
2023,96,el Fort Pienc,barri,nivell_educatiu,Educación superior,,16815.0,persones
2023,88,la Sagrada Família,barri,nivell_educatiu,Educación primaria o inferior,,4182.0,persones
2023,88,la Sagrada Família,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,6356.0,persones
2023,88,la Sagrada Família,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,10388.0,persones
2023,88,la Sagrada Família,barri,nivell_educatiu,Educación superior,,25624.0,persones
2023,106,la Dreta de l'Eixample,barri,nivell_educatiu,Educación primaria o inferior,,2169.0,persones
2023,106,la Dreta de l'Eixample,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,3312.0,persones
2023,106,la Dreta de l'Eixample,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,7549.0,persones
2023,106,la Dreta de l'Eixample,barri,nivell_educatiu,Educación superior,,26490.0,persones
2023,72,l'Antiga Esquerra de l'Eixample,barri,nivell_educatiu,Educación primaria o inferior,,2412.0,persones
2023,72,l'Antiga Esquerra de l'Eixample,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,3608.0,persones
2023,72,l'Antiga Esquerra de l'Eixample,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,7960.0,persones
2023,72,l'Antiga Esquerra de l'Eixample,barri,nivell_educatiu,Educación superior,,24692.0,persones
2023,117,la Nova Esquerra de l'Eixample,barri,nivell_educatiu,Educación primaria o inferior,,3697.0,persones
2023,117,la Nova Esquerra de l'Eixample,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,5941.0,persones
2023,117,la Nova Esquerra de l'Eixample,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,11024.0,persones
2023,117,la Nova Esquerra de l'Eixample,barri,nivell_educatiu,Educación superior,,30992.0,persones
2023,118,Sant Antoni,barri,nivell_educatiu,Educación primaria o inferior,,3226.0,persones
2023,118,Sant Antoni,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,4945.0,persones
2023,118,Sant Antoni,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,7453.0,persones
2023,118,Sant Antoni,barri,nivell_educatiu,Educación superior,,18771.0,persones
2023,,Sants-Montjuïc,districte,nivell_educatiu,Educación primaria o inferior,,21023.0,persones
2023,,Sants-Montjuïc,districte,nivell_educatiu,Primera etapa de educación secundaria y similar,,33464.0,persones
2023,,Sants-Montjuïc,districte,nivell_educatiu,Segunda etapa d’educació secundària i similar,,38882.0,persones
2023,,Sants-Montjuïc,districte,nivell_educatiu,Educación superior,,71903.0,persones
2023,68,el Poble-sec,barri,nivell_educatiu,Educación primaria o inferior,,4436.0,persones
2023,68,el Poble-sec,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,7172.0,persones
2023,68,el Poble-sec,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,7908.0,persones
2023,68,el Poble-sec,barri,nivell_educatiu,Educación superior,,15011.0,persones
2023,73,la Marina del Prat Vermell,barri,nivell_educatiu,Educación primaria o inferior,,264.0,persones
2023,73,la Marina del Prat Vermell,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,462.0,persones
2023,73,la Marina del Prat Vermell,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,284.0,persones
2023,73,la Marina del Prat Vermell,barri,nivell_educatiu,Educación superior,,412.0,persones
2023,80,la Marina de Port,barri,nivell_educatiu,Educación primaria o inferior,,3862.0,persones
2023,80,la Marina de Port,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,7290.0,persones
2023,80,la Marina de Port,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,6700.0,persones
2023,80,la Marina de Port,barri,nivell_educatiu,Educación superior,,8832.0,persones
2023,103,la Font de la Guatlla,barri,nivell_educatiu,Educación primaria o inferior,,1184.0,persones
2023,103,la Font de la Guatlla,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,1831.0,persones
2023,103,la Font de la Guatlla,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,2151.0,persones
2023,103,la Font de la Guatlla,barri,nivell_educatiu,Educación superior,,4474.0,persones
2023,131,Hostafrancs,barri,nivell_educatiu,Educación primaria o inferior,,1598.0,persones
2023,131,Hostafrancs,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,2551.0,persones
2023,131,Hostafrancs,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,3228.0,persones
2023,131,Hostafrancs,barri,nivell_educatiu,Educación superior,,6817.0,persones
2023,123,la Bordeta,barri,nivell_educatiu,Educación primaria o inferior,,2151.0,persones
2023,123,la Bordeta,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,3335.0,persones
2023,123,la Bordeta,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,4128.0,persones
2023,123,la Bordeta,barri,nivell_educatiu,Educación superior,,7790.0,persones
2023,121,Sants - Badal,barri,nivell_educatiu,Educación primaria o inferior,,2771.0,persones
2023,121,Sants - Badal,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,4090.0,persones
2023,121,Sants - Badal,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,5359.0,persones
2023,121,Sants - Badal,barri,nivell_educatiu,Educación superior,,9551.0,persones
2023,83,Sants,barri,nivell_educatiu,Educación primaria o inferior,,4757.0,persones
2023,83,Sants,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,6733.0,persones
2023,83,Sants,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,9124.0,persones
2023,83,Sants,barri,nivell_educatiu,Educación superior,,19016.0,persones
2023,,Les Corts,districte,nivell_educatiu,Educación primaria o inferior,,5521.0,persones
2023,,Les Corts,districte,nivell_educatiu,Primera etapa de educación secundaria y similar,,8326.0,persones
2023,,Les Corts,districte,nivell_educatiu,Segunda etapa d’educació secundària i similar,,15510.0,persones
2023,,Les Corts,districte,nivell_educatiu,Educación superior,,42579.0,persones
2023,76,les Corts,barri,nivell_educatiu,Educación primaria o inferior,,2998.0,persones
2023,76,les Corts,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,4728.0,persones
2023,76,les Corts,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,8649.0,persones
2023,76,les Corts,barri,nivell_educatiu,Educación superior,,24102.0,persones
2023,81,la Maternitat i Sant Ramon,barri,nivell_educatiu,Educación primaria o inferior,,1979.0,persones
2023,81,la Maternitat i Sant Ramon,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,2825.0,persones
2023,81,la Maternitat i Sant Ramon,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,4654.0,persones
2023,81,la Maternitat i Sant Ramon,barri,nivell_educatiu,Educación superior,,11724.0,persones
2023,112,Pedralbes,barri,nivell_educatiu,Educación primaria o inferior,,544.0,persones
2023,112,Pedralbes,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,773.0,persones
2023,112,Pedralbes,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,2207.0,persones
2023,112,Pedralbes,barri,nivell_educatiu,Educación superior,,6753.0,persones
2023,,Sarrià-Sant Gervasi,districte,nivell_educatiu,Educación primaria o inferior,,5770.0,persones
2023,,Sarrià-Sant Gervasi,districte,nivell_educatiu,Primera etapa de educación secundaria y similar,,10848.0,persones
2023,,Sarrià-Sant Gervasi,districte,nivell_educatiu,Segunda etapa d’educació secundària i similar,,25465.0,persones
2023,,Sarrià-Sant Gervasi,districte,nivell_educatiu,Educación superior,,85238.0,persones
2023,133,"Vallvidrera, el Tibidabo i les Planes",barri,nivell_educatiu,Educación primaria o inferior,,283.0,persones
2023,133,"Vallvidrera, el Tibidabo i les Planes",barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,486.0,persones
2023,133,"Vallvidrera, el Tibidabo i les Planes",barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,849.0,persones
2023,133,"Vallvidrera, el Tibidabo i les Planes",barri,nivell_educatiu,Educación superior,,2357.0,persones
2023,119,Sarrià,barri,nivell_educatiu,Educación primaria o inferior,,1151.0,persones
2023,119,Sarrià,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,1849.0,persones
2023,119,Sarrià,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,4006.0,persones
2023,119,Sarrià,barri,nivell_educatiu,Educación superior,,13650.0,persones
2023,116,les Tres Torres,barri,nivell_educatiu,Educación primaria o inferior,,524.0,persones
2023,116,les Tres Torres,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,1142.0,persones
2023,116,les Tres Torres,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,2621.0,persones
2023,116,les Tres Torres,barri,nivell_educatiu,Educación superior,,9372.0,persones
2023,85,Sant Gervasi - la Bonanova,barri,nivell_educatiu,Educación primaria o inferior,,1005.0,persones
2023,85,Sant Gervasi - la Bonanova,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,1954.0,persones
2023,85,Sant Gervasi - la Bonanova,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,4491.0,persones
