anyo,id_territori,territori,nivel_territorial,indicador,categoria,sexe,valor,unitat
2021,127,Can Peguera,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,687.0,persones
2021,127,Can Peguera,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,459.0,persones
2021,127,Can Peguera,barri,nivell_educatiu,Educación superior,,441.0,persones
2021,91,la Guineueta,barri,nivell_educatiu,Educación primaria o inferior,,2352.0,persones
2021,91,la Guineueta,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,3195.0,persones
2021,91,la Guineueta,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,3273.0,persones
2021,91,la Guineueta,barri,nivell_educatiu,Educación superior,,4554.0,persones
2021,89,Canyelles,barri,nivell_educatiu,Educación primaria o inferior,,1170.0,persones
2021,89,Canyelles,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,1950.0,persones
2021,89,Canyelles,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,1350.0,persones
2021,89,Canyelles,barri,nivell_educatiu,Educación superior,,1596.0,persones
2021,104,les Roquetes,barri,nivell_educatiu,Educación primaria o inferior,,2976.0,persones
2021,104,les Roquetes,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,4779.0,persones
2021,104,les Roquetes,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,3237.0,persones
2021,104,les Roquetes,barri,nivell_educatiu,Educación superior,,2796.0,persones
2021,120,Verdun,barri,nivell_educatiu,Educación primaria o inferior,,2337.0,persones
2021,120,Verdun,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,3255.0,persones
2021,120,Verdun,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,2613.0,persones
2021,120,Verdun,barri,nivell_educatiu,Educación superior,,2718.0,persones
2021,71,la Prosperitat,barri,nivell_educatiu,Educación primaria o inferior,,4809.0,persones
2021,71,la Prosperitat,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,6747.0,persones
2021,71,la Prosperitat,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,5628.0,persones
2021,71,la Prosperitat,barri,nivell_educatiu,Educación superior,,6069.0,persones
2021,128,la Trinitat Nova,barri,nivell_educatiu,Educación primaria o inferior,,1254.0,persones
2021,128,la Trinitat Nova,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,2475.0,persones
2021,128,la Trinitat Nova,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,1494.0,persones
2021,128,la Trinitat Nova,barri,nivell_educatiu,Educación superior,,1263.0,persones
2021,94,Torre Baró,barri,nivell_educatiu,Educación primaria o inferior,,450.0,persones
2021,94,Torre Baró,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,951.0,persones
2021,94,Torre Baró,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,525.0,persones
2021,94,Torre Baró,barri,nivell_educatiu,Educación superior,,438.0,persones
2021,100,Ciutat Meridiana,barri,nivell_educatiu,Educación primaria o inferior,,2184.0,persones
2021,100,Ciutat Meridiana,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,3321.0,persones
2021,100,Ciutat Meridiana,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,2037.0,persones
2021,100,Ciutat Meridiana,barri,nivell_educatiu,Educación superior,,1512.0,persones
2021,93,Vallbona,barri,nivell_educatiu,Educación primaria o inferior,,216.0,persones
2021,93,Vallbona,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,465.0,persones
2021,93,Vallbona,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,219.0,persones
2021,93,Vallbona,barri,nivell_educatiu,Educación superior,,204.0,persones
2021,,Sant Andreu (Districte),,nivell_educatiu,Educación primaria o inferior,,18444.0,persones
2021,,Sant Andreu (Districte),,nivell_educatiu,Primera etapa de educación secundaria y similar,,28656.0,persones
2021,,Sant Andreu (Districte),,nivell_educatiu,Segunda etapa d’educació secundària i similar,,31884.0,persones
2021,,Sant Andreu (Districte),,nivell_educatiu,Educación superior,,51168.0,persones
2021,92,la Trinitat Vella,barri,nivell_educatiu,Educación primaria o inferior,,1821.0,persones
2021,92,la Trinitat Vella,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,2949.0,persones
2021,92,la Trinitat Vella,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,2043.0,persones
2021,92,la Trinitat Vella,barri,nivell_educatiu,Educación superior,,1728.0,persones
2021,130,Baró de Viver,barri,nivell_educatiu,Educación primaria o inferior,,465.0,persones
2021,130,Baró de Viver,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,864.0,persones
2021,130,Baró de Viver,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,507.0,persones
2021,130,Baró de Viver,barri,nivell_educatiu,Educación superior,,384.0,persones
2021,98,el Bon Pastor,barri,nivell_educatiu,Educación primaria o inferior,,2286.0,persones
2021,98,el Bon Pastor,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,3360.0,persones
2021,98,el Bon Pastor,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,2739.0,persones
2021,98,el Bon Pastor,barri,nivell_educatiu,Educación superior,,2979.0,persones
2021,,Sant Andreu (Barrio),,nivell_educatiu,Educación primaria o inferior,,6321.0,persones
2021,,Sant Andreu (Barrio),,nivell_educatiu,Primera etapa de educación secundaria y similar,,10287.0,persones
2021,,Sant Andreu (Barrio),,nivell_educatiu,Segunda etapa d’educació secundària i similar,,12162.0,persones
2021,,Sant Andreu (Barrio),,nivell_educatiu,Educación superior,,21528.0,persones
2021,70,la Sagrera,barri,nivell_educatiu,Educación primaria o inferior,,3465.0,persones
2021,70,la Sagrera,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,5220.0,persones
2021,70,la Sagrera,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,6396.0,persones
2021,70,la Sagrera,barri,nivell_educatiu,Educación superior,,10632.0,persones
2021,109,el Congrés i els Indians,barri,nivell_educatiu,Educación primaria o inferior,,1671.0,persones
2021,109,el Congrés i els Indians,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,2304.0,persones
2021,109,el Congrés i els Indians,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,3132.0,persones
2021,109,el Congrés i els Indians,barri,nivell_educatiu,Educación superior,,5475.0,persones
2021,129,Navas,barri,nivell_educatiu,Educación primaria o inferior,,2415.0,persones
2021,129,Navas,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,3672.0,persones
2021,129,Navas,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,4905.0,persones
2021,129,Navas,barri,nivell_educatiu,Educación superior,,8442.0,persones
2021,,Sant Martí,districte,nivell_educatiu,Educación primaria o inferior,,28734.0,persones
2021,,Sant Martí,districte,nivell_educatiu,Primera etapa de educación secundaria y similar,,42906.0,persones
2021,,Sant Martí,districte,nivell_educatiu,Segunda etapa d’educació secundària i similar,,47919.0,persones
2021,,Sant Martí,districte,nivell_educatiu,Educación superior,,87066.0,persones
2021,78,el Camp de l'Arpa del Clot,barri,nivell_educatiu,Educación primaria o inferior,,3942.0,persones
2021,78,el Camp de l'Arpa del Clot,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,6033.0,persones
2021,78,el Camp de l'Arpa del Clot,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,8160.0,persones
2021,78,el Camp de l'Arpa del Clot,barri,nivell_educatiu,Educación superior,,15954.0,persones
2021,102,el Clot,barri,nivell_educatiu,Educación primaria o inferior,,2640.0,persones
2021,102,el Clot,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,4674.0,persones
2021,102,el Clot,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,5514.0,persones
2021,102,el Clot,barri,nivell_educatiu,Educación superior,,10527.0,persones
2021,64,el Parc i la Llacuna del Poblenou,barri,nivell_educatiu,Educación primaria o inferior,,1470.0,persones
2021,64,el Parc i la Llacuna del Poblenou,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,2193.0,persones
2021,64,el Parc i la Llacuna del Poblenou,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,2967.0,persones
2021,64,el Parc i la Llacuna del Poblenou,barri,nivell_educatiu,Educación superior,,6930.0,persones
2021,99,la Vila Olímpica del Poblenou,barri,nivell_educatiu,Educación primaria o inferior,,393.0,persones
2021,99,la Vila Olímpica del Poblenou,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,738.0,persones
2021,99,la Vila Olímpica del Poblenou,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,1542.0,persones
2021,99,la Vila Olímpica del Poblenou,barri,nivell_educatiu,Educación superior,,5304.0,persones
2021,114,el Poblenou,barri,nivell_educatiu,Educación primaria o inferior,,3063.0,persones
2021,114,el Poblenou,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,4872.0,persones
2021,114,el Poblenou,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,6195.0,persones
2021,114,el Poblenou,barri,nivell_educatiu,Educación superior,,14694.0,persones
2021,115,Diagonal Mar i el Front Marítim del Poblenou,barri,nivell_educatiu,Educación primaria o inferior,,1143.0,persones
2021,115,Diagonal Mar i el Front Marítim del Poblenou,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,1581.0,persones
2021,115,Diagonal Mar i el Front Marítim del Poblenou,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,2163.0,persones
2021,115,Diagonal Mar i el Front Marítim del Poblenou,barri,nivell_educatiu,Educación superior,,6021.0,persones
2021,126,el Besòs i el Maresme,barri,nivell_educatiu,Educación primaria o inferior,,5142.0,persones
2021,126,el Besòs i el Maresme,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,6690.0,persones
2021,126,el Besòs i el Maresme,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,5046.0,persones
2021,126,el Besòs i el Maresme,barri,nivell_educatiu,Educación superior,,4971.0,persones
2021,110,Provençals del Poblenou,barri,nivell_educatiu,Educación primaria o inferior,,2352.0,persones
2021,110,Provençals del Poblenou,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,3867.0,persones
2021,110,Provençals del Poblenou,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,4272.0,persones
2021,110,Provençals del Poblenou,barri,nivell_educatiu,Educación superior,,7440.0,persones
2021,105,Sant Martí de Provençals,barri,nivell_educatiu,Educación primaria o inferior,,3795.0,persones
2021,105,Sant Martí de Provençals,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,5256.0,persones
2021,105,Sant Martí de Provençals,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,5784.0,persones
2021,105,Sant Martí de Provençals,barri,nivell_educatiu,Educación superior,,8112.0,persones
2021,74,la Verneda i la Pau,barri,nivell_educatiu,Educación primaria o inferior,,4794.0,persones
2021,74,la Verneda i la Pau,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,7002.0,persones
2021,74,la Verneda i la Pau,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,6276.0,persones
2021,74,la Verneda i la Pau,barri,nivell_educatiu,Educación superior,,7113.0,persones
2022,,Barcelona,municipi,nivell_educatiu,Educación primaria o inferior,,167263.0,persones
2022,,Barcelona,municipi,nivell_educatiu,Primera etapa de educación secundaria y similar,,260291.0,persones
2022,,Barcelona,municipi,nivell_educatiu,Segunda etapa d’educació secundària i similar,,322123.0,persones
2022,,Barcelona,municipi,nivell_educatiu,Educación superior,,672539.0,persones
2022,,Ciutat Vella,districte,nivell_educatiu,Educación primaria o inferior,,14858.0,persones
2022,,Ciutat Vella,districte,nivell_educatiu,Primera etapa de educación secundaria y similar,,19448.0,persones
2022,,Ciutat Vella,districte,nivell_educatiu,Segunda etapa d’educació secundària i similar,,19309.0,persones
2022,,Ciutat Vella,districte,nivell_educatiu,Educación superior,,37231.0,persones
2022,65,el Raval,barri,nivell_educatiu,Educación primaria o inferior,,6921.0,persones
2022,65,el Raval,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,9957.0,persones
2022,65,el Raval,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,8199.0,persones
2022,65,el Raval,barri,nivell_educatiu,Educación superior,,13683.0,persones
2022,66,el Barri Gòtic,barri,nivell_educatiu,Educación primaria o inferior,,4082.0,persones
2022,66,el Barri Gòtic,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,3813.0,persones
2022,66,el Barri Gòtic,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,4150.0,persones
2022,66,el Barri Gòtic,barri,nivell_educatiu,Educación superior,,7793.0,persones
2022,67,la Barceloneta,barri,nivell_educatiu,Educación primaria o inferior,,1862.0,persones
2022,67,la Barceloneta,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,2657.0,persones
2022,67,la Barceloneta,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,2977.0,persones
2022,67,la Barceloneta,barri,nivell_educatiu,Educación superior,,5311.0,persones
2022,90,"Sant Pere, Santa Caterina i la Ribera",barri,nivell_educatiu,Educación primaria o inferior,,1993.0,persones
2022,90,"Sant Pere, Santa Caterina i la Ribera",barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,3021.0,persones
2022,90,"Sant Pere, Santa Caterina i la Ribera",barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,3983.0,persones
2022,90,"Sant Pere, Santa Caterina i la Ribera",barri,nivell_educatiu,Educación superior,,10444.0,persones
2022,,Eixample,districte,nivell_educatiu,Educación primaria o inferior,,18990.0,persones
2022,,Eixample,districte,nivell_educatiu,Primera etapa de educación secundaria y similar,,29048.0,persones
2022,,Eixample,districte,nivell_educatiu,Segunda etapa d’educació secundària i similar,,50654.0,persones
2022,,Eixample,districte,nivell_educatiu,Educación superior,,136785.0,persones
2022,96,el Fort Pienc,barri,nivell_educatiu,Educación primaria o inferior,,2735.0,persones
2022,96,el Fort Pienc,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,4172.0,persones
2022,96,el Fort Pienc,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,6664.0,persones
2022,96,el Fort Pienc,barri,nivell_educatiu,Educación superior,,15800.0,persones
2022,88,la Sagrada Família,barri,nivell_educatiu,Educación primaria o inferior,,4365.0,persones
2022,88,la Sagrada Família,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,6592.0,persones
2022,88,la Sagrada Família,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,10145.0,persones
2022,88,la Sagrada Família,barri,nivell_educatiu,Educación superior,,24481.0,persones
2022,106,la Dreta de l'Eixample,barri,nivell_educatiu,Educación primaria o inferior,,2273.0,persones
2022,106,la Dreta de l'Eixample,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,3333.0,persones
2022,106,la Dreta de l'Eixample,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,7595.0,persones
2022,106,la Dreta de l'Eixample,barri,nivell_educatiu,Educación superior,,25505.0,persones
2022,72,l'Antiga Esquerra de l'Eixample,barri,nivell_educatiu,Educación primaria o inferior,,2418.0,persones
2022,72,l'Antiga Esquerra de l'Eixample,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,3725.0,persones
2022,72,l'Antiga Esquerra de l'Eixample,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,7871.0,persones
2022,72,l'Antiga Esquerra de l'Eixample,barri,nivell_educatiu,Educación superior,,23419.0,persones
2022,117,la Nova Esquerra de l'Eixample,barri,nivell_educatiu,Educación primaria o inferior,,3828.0,persones
2022,117,la Nova Esquerra de l'Eixample,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,6135.0,persones
2022,117,la Nova Esquerra de l'Eixample,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,11026.0,persones
2022,117,la Nova Esquerra de l'Eixample,barri,nivell_educatiu,Educación superior,,29656.0,persones
2022,118,Sant Antoni,barri,nivell_educatiu,Educación primaria o inferior,,3371.0,persones
2022,118,Sant Antoni,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,5091.0,persones
2022,118,Sant Antoni,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,7353.0,persones
2022,118,Sant Antoni,barri,nivell_educatiu,Educación superior,,17924.0,persones
2022,,Sants-Montjuïc,districte,nivell_educatiu,Educación primaria o inferior,,20774.0,persones
2022,,Sants-Montjuïc,districte,nivell_educatiu,Primera etapa de educación secundaria y similar,,33094.0,persones
2022,,Sants-Montjuïc,districte,nivell_educatiu,Segunda etapa d’educació secundària i similar,,36808.0,persones
2022,,Sants-Montjuïc,districte,nivell_educatiu,Educación superior,,67636.0,persones
2022,68,el Poble-sec,barri,nivell_educatiu,Educación primaria o inferior,,4658.0,persones
2022,68,el Poble-sec,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,7359.0,persones
2022,68,el Poble-sec,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,7698.0,persones
2022,68,el Poble-sec,barri,nivell_educatiu,Educación superior,,14421.0,persones
2022,73,la Marina del Prat Vermell,barri,nivell_educatiu,Educación primaria o inferior,,269.0,persones
2022,73,la Marina del Prat Vermell,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,462.0,persones
2022,73,la Marina del Prat Vermell,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,249.0,persones
2022,73,la Marina del Prat Vermell,barri,nivell_educatiu,Educación superior,,303.0,persones
2022,80,la Marina de Port,barri,nivell_educatiu,Educación primaria o inferior,,4063.0,persones
2022,80,la Marina de Port,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,7387.0,persones
2022,80,la Marina de Port,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,6471.0,persones
2022,80,la Marina de Port,barri,nivell_educatiu,Educación superior,,8472.0,persones
2022,103,la Font de la Guatlla,barri,nivell_educatiu,Educación primaria o inferior,,1172.0,persones
2022,103,la Font de la Guatlla,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,1844.0,persones
2022,103,la Font de la Guatlla,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,2139.0,persones
2022,103,la Font de la Guatlla,barri,nivell_educatiu,Educación superior,,4205.0,persones
2022,131,Hostafrancs,barri,nivell_educatiu,Educación primaria o inferior,,1652.0,persones
2022,131,Hostafrancs,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,2594.0,persones
2022,131,Hostafrancs,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,3142.0,persones
2022,131,Hostafrancs,barri,nivell_educatiu,Educación superior,,6538.0,persones
2022,123,la Bordeta,barri,nivell_educatiu,Educación primaria o inferior,,2209.0,persones
2022,123,la Bordeta,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,3380.0,persones
2022,123,la Bordeta,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,3959.0,persones
2022,123,la Bordeta,barri,nivell_educatiu,Educación superior,,7311.0,persones
2022,121,Sants - Badal,barri,nivell_educatiu,Educación primaria o inferior,,2865.0,persones
2022,121,Sants - Badal,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,4182.0,persones
2022,121,Sants - Badal,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,5186.0,persones
2022,121,Sants - Badal,barri,nivell_educatiu,Educación superior,,9063.0,persones
2022,83,Sants,barri,nivell_educatiu,Educación primaria o inferior,,3886.0,persones
2022,83,Sants,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,5886.0,persones
2022,83,Sants,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,7964.0,persones
2022,83,Sants,barri,nivell_educatiu,Educación superior,,17323.0,persones
2022,,Les Corts,districte,nivell_educatiu,Educación primaria o inferior,,5649.0,persones
2022,,Les Corts,districte,nivell_educatiu,Primera etapa de educación secundaria y similar,,8428.0,persones
2022,,Les Corts,districte,nivell_educatiu,Segunda etapa d’educació secundària i similar,,15228.0,persones
2022,,Les Corts,districte,nivell_educatiu,Educación superior,,40918.0,persones
2022,76,les Corts,barri,nivell_educatiu,Educación primaria o inferior,,3073.0,persones
2022,76,les Corts,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,4794.0,persones
2022,76,les Corts,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,8495.0,persones
2022,76,les Corts,barri,nivell_educatiu,Educación superior,,23383.0,persones
2022,81,la Maternitat i Sant Ramon,barri,nivell_educatiu,Educación primaria o inferior,,2034.0,persones
2022,81,la Maternitat i Sant Ramon,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,2854.0,persones
2022,81,la Maternitat i Sant Ramon,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,4600.0,persones
2022,81,la Maternitat i Sant Ramon,barri,nivell_educatiu,Educación superior,,11141.0,persones
2022,112,Pedralbes,barri,nivell_educatiu,Educación primaria o inferior,,542.0,persones
2022,112,Pedralbes,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,780.0,persones
2022,112,Pedralbes,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,2133.0,persones
2022,112,Pedralbes,barri,nivell_educatiu,Educación superior,,6394.0,persones
2022,,Sarrià-Sant Gervasi,districte,nivell_educatiu,Educación primaria o inferior,,6004.0,persones
2022,,Sarrià-Sant Gervasi,districte,nivell_educatiu,Primera etapa de educación secundaria y similar,,11005.0,persones
2022,,Sarrià-Sant Gervasi,districte,nivell_educatiu,Segunda etapa d’educació secundària i similar,,25321.0,persones
2022,,Sarrià-Sant Gervasi,districte,nivell_educatiu,Educación superior,,82339.0,persones
2022,133,"Vallvidrera, el Tibidabo i les Planes",barri,nivell_educatiu,Educación primaria o inferior,,275.0,persones
2022,133,"Vallvidrera, el Tibidabo i les Planes",barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,498.0,persones
2022,133,"Vallvidrera, el Tibidabo i les Planes",barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,817.0,persones
2022,133,"Vallvidrera, el Tibidabo i les Planes",barri,nivell_educatiu,Educación superior,,2330.0,persones
2022,119,Sarrià,barri,nivell_educatiu,Educación primaria o inferior,,1202.0,persones
2022,119,Sarrià,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,1886.0,persones
2022,119,Sarrià,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,3961.0,persones
2022,119,Sarrià,barri,nivell_educatiu,Educación superior,,13163.0,persones
2022,116,les Tres Torres,barri,nivell_educatiu,Educación primaria o inferior,,556.0,persones
2022,116,les Tres Torres,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,1156.0,persones
2022,116,les Tres Torres,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,2602.0,persones
2022,116,les Tres Torres,barri,nivell_educatiu,Educación superior,,9135.0,persones
2022,85,Sant Gervasi - la Bonanova,barri,nivell_educatiu,Educación primaria o inferior,,1026.0,persones
2022,85,Sant Gervasi - la Bonanova,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,1926.0,persones
2022,85,Sant Gervasi - la Bonanova,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,4435.0,persones
2022,85,Sant Gervasi - la Bonanova,barri,nivell_educatiu,Educación superior,,14120.0,persones
2022,111,Sant Gervasi - Galvany,barri,nivell_educatiu,Educación primaria o inferior,,1772.0,persones
2022,111,Sant Gervasi - Galvany,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,3204.0,persones
2022,111,Sant Gervasi - Galvany,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,8305.0,persones
2022,111,Sant Gervasi - Galvany,barri,nivell_educatiu,Educación superior,,26846.0,persones
2022,124,el Putxet i el Farró,barri,nivell_educatiu,Educación primaria o inferior,,1173.0,persones
2022,124,el Putxet i el Farró,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,2335.0,persones
2022,124,el Putxet i el Farró,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,5201.0,persones
2022,124,el Putxet i el Farró,barri,nivell_educatiu,Educación superior,,16745.0,persones
2022,,Gràcia,districte,nivell_educatiu,Educación primaria o inferior,,8817.0,persones
2022,,Gràcia,districte,nivell_educatiu,Primera etapa de educación secundaria y similar,,13639.0,persones
2022,,Gràcia,districte,nivell_educatiu,Segunda etapa d’educació secundària i similar,,22129.0,persones
2022,,Gràcia,districte,nivell_educatiu,Educación superior,,61427.0,persones
2022,95,Vallcarca i els Penitents,barri,nivell_educatiu,Educación primaria o inferior,,1151.0,persones
2022,95,Vallcarca i els Penitents,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,1836.0,persones
2022,95,Vallcarca i els Penitents,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,3009.0,persones
2022,95,Vallcarca i els Penitents,barri,nivell_educatiu,Educación superior,,7836.0,persones
2022,84,el Coll,barri,nivell_educatiu,Educación primaria o inferior,,698.0,persones
2022,84,el Coll,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,1135.0,persones
2022,84,el Coll,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,1540.0,persones
2022,84,el Coll,barri,nivell_educatiu,Educación superior,,3138.0,persones
2022,101,la Salut,barri,nivell_educatiu,Educación primaria o inferior,,1011.0,persones
2022,101,la Salut,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,1451.0,persones
2022,101,la Salut,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,2498.0,persones
2022,101,la Salut,barri,nivell_educatiu,Educación superior,,6556.0,persones
2022,86,la Vila de Gràcia,barri,nivell_educatiu,Educación primaria o inferior,,3354.0,persones
2022,86,la Vila de Gràcia,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,5197.0,persones
2022,86,la Vila de Gràcia,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,8467.0,persones
2022,86,la Vila de Gràcia,barri,nivell_educatiu,Educación superior,,26352.0,persones
2022,125,el Camp d'en Grassot i Gràcia Nova,barri,nivell_educatiu,Educación primaria o inferior,,2603.0,persones
2022,125,el Camp d'en Grassot i Gràcia Nova,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,4020.0,persones
2022,125,el Camp d'en Grassot i Gràcia Nova,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,6615.0,persones
2022,125,el Camp d'en Grassot i Gràcia Nova,barri,nivell_educatiu,Educación superior,,17545.0,persones
2022,,Horta-Guinardó,districte,nivell_educatiu,Educación primaria o inferior,,20762.0,persones
2022,,Horta-Guinardó,districte,nivell_educatiu,Primera etapa de educación secundaria y similar,,30993.0,persones
2022,,Horta-Guinardó,districte,nivell_educatiu,Segunda etapa d’educació secundària i similar,,36636.0,persones
2022,,Horta-Guinardó,districte,nivell_educatiu,Educación superior,,61862.0,persones
2022,69,el Baix Guinardó,barri,nivell_educatiu,Educación primaria o inferior,,2456.0,persones
2022,69,el Baix Guinardó,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,3593.0,persones
2022,69,el Baix Guinardó,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,5386.0,persones
2022,69,el Baix Guinardó,barri,nivell_educatiu,Educación superior,,11188.0,persones
2022,134,Can Baró,barri,nivell_educatiu,Educación primaria o inferior,,953.0,persones
2022,134,Can Baró,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,1598.0,persones
2022,134,Can Baró,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,1878.0,persones
2022,134,Can Baró,barri,nivell_educatiu,Educación superior,,3596.0,persones
2022,63,el Guinardó,barri,nivell_educatiu,Educación primaria o inferior,,3542.0,persones
2022,63,el Guinardó,barri,nivell_educatiu,Primera etapa de educación secundaria y similar,,5480.0,persones
2022,63,el Guinardó,barri,nivell_educatiu,Segunda etapa d’educació secundària i similar,,8071.0,persones
