anyo,id_territori,territori,desglose,categoria,subcategoria,sexe,grup_edat,valor
2010,137,Cataluña,nacionalitat,Nacionalidad española,,,,5874
2010,137,Cataluña,nacionalitat,Nacionalidad extranjera,,,,4646
2010,137,Cataluña,nacionalitat,Unión Europea,,,,598
2010,137,Cataluña,nacionalitat,Resto de Europa,,,,296
2010,137,Cataluña,nacionalitat,Magreb,,,,1500
2010,137,Cataluña,nacionalitat,África,,,,529
2010,137,Cataluña,nacionalitat,América Central y del Sur,,,,1453
2010,137,Cataluña,nacionalitat,América del Norte,,,,22
2010,137,Cataluña,nacionalitat,Próximo Oriente,,,,55
2010,137,Cataluña,nacionalitat,Asia,,,,191
2010,137,Cataluña,nacionalitat,Oceanía,,,,1
2010,137,Cataluña,nacionalitat,Apátrida,,,,1
2010,137,Cataluña,nacionalitat,Total,,,,10520
2011,137,Cataluña,nacionalitat,Nacionalidad española,,,,5695
2011,137,Cataluña,nacionalitat,Nacionalidad extranjera,,,,4818
2011,137,Cataluña,nacionalitat,Unión Europea,,,,675
2011,137,Cataluña,nacionalitat,Resto de Europa,,,,274
2011,137,Cataluña,nacionalitat,Magreb,,,,1525
2011,137,Cataluña,nacionalitat,África,,,,578
2011,137,Cataluña,nacionalitat,América Central y del Sur,,,,1581
2011,137,Cataluña,nacionalitat,América del Norte,,,,14
2011,137,Cataluña,nacionalitat,Próximo Oriente,,,,57
2011,137,Cataluña,nacionalitat,Asia,,,,113
2011,137,Cataluña,nacionalitat,Oceanía,,,,0
2011,137,Cataluña,nacionalitat,Apátrida,,,,1
2011,137,Cataluña,nacionalitat,Total,,,,10513
2012,137,Cataluña,nacionalitat,Nacionalidad española,,,,5508
2012,137,Cataluña,nacionalitat,Nacionalidad extranjera,,,,4554
2012,137,Cataluña,nacionalitat,Unión Europea,,,,650
2012,137,Cataluña,nacionalitat,Resto de Europa,,,,202
2012,137,Cataluña,nacionalitat,Magreb,,,,1430
2012,137,Cataluña,nacionalitat,África,,,,474
2012,137,Cataluña,nacionalitat,América Central y del Sur,,,,1548
2012,137,Cataluña,nacionalitat,América del Norte,,,,13
2012,137,Cataluña,nacionalitat,Próximo Oriente,,,,47
2012,137,Cataluña,nacionalitat,Asia,,,,184
2012,137,Cataluña,nacionalitat,Oceanía,,,,1
2012,137,Cataluña,nacionalitat,Apátrida,,,,5
2012,137,Cataluña,nacionalitat,Total,,,,10062
2013,137,Cataluña,nacionalitat,Nacionalidad española,,,,5467
2013,137,Cataluña,nacionalitat,Nacionalidad extranjera,,,,4351
2013,137,Cataluña,nacionalitat,Unión Europea,,,,672
2013,137,Cataluña,nacionalitat,Resto de Europa,,,,180
2013,137,Cataluña,nacionalitat,Magreb,,,,1450
2013,137,Cataluña,nacionalitat,África,,,,368
2013,137,Cataluña,nacionalitat,América Central y del Sur,,,,1450
2013,137,Cataluña,nacionalitat,América del Norte,,,,7
2013,137,Cataluña,nacionalitat,Próximo Oriente,,,,39
2013,137,Cataluña,nacionalitat,Asia,,,,174
2013,137,Cataluña,nacionalitat,Oceanía,,,,1
2013,137,Cataluña,nacionalitat,Apátrida,,,,10
2013,137,Cataluña,nacionalitat,Total,,,,9818
2014,137,Cataluña,nacionalitat,Nacionalidad española,,,,5221
2014,137,Cataluña,nacionalitat,Nacionalidad extranjera,,,,4073
2014,137,Cataluña,nacionalitat,Unión Europea,,,,668
2014,137,Cataluña,nacionalitat,Resto de Europa,,,,183
2014,137,Cataluña,nacionalitat,Magreb,,,,1283
2014,137,Cataluña,nacionalitat,África,,,,378
2014,137,Cataluña,nacionalitat,América Central y del Sur,,,,1316
2014,137,Cataluña,nacionalitat,América del Norte,,,,5
2014,137,Cataluña,nacionalitat,Próximo Oriente,,,,43
2014,137,Cataluña,nacionalitat,Asia,,,,186
2014,137,Cataluña,nacionalitat,Oceanía,,,,0
2014,137,Cataluña,nacionalitat,Apátrida,,,,11
2014,137,Cataluña,nacionalitat,Total,,,,9294
2015,137,Cataluña,nacionalitat,Nacionalidad española,,,,4982
2015,137,Cataluña,nacionalitat,Nacionalidad extranjera,,,,3828
2015,137,Cataluña,nacionalitat,Unión Europea,,,,635
2015,137,Cataluña,nacionalitat,Resto de Europa,,,,186
2015,137,Cataluña,nacionalitat,Magreb,,,,1158
2015,137,Cataluña,nacionalitat,África,,,,373
2015,137,Cataluña,nacionalitat,América Central y del Sur,,,,1218
2015,137,Cataluña,nacionalitat,América del Norte,,,,5
2015,137,Cataluña,nacionalitat,Próximo Oriente,,,,37
2015,137,Cataluña,nacionalitat,Asia,,,,215
2015,137,Cataluña,nacionalitat,Oceanía,,,,1
2015,137,Cataluña,nacionalitat,Apátrida,,,,0
2015,137,Cataluña,nacionalitat,Total,,,,8810
2016,137,Cataluña,nacionalitat,Nacionalidad española,,,,4838
2016,137,Cataluña,nacionalitat,Nacionalidad extranjera,,,,3728
2016,137,Cataluña,nacionalitat,Unión Europea,,,,607
2016,137,Cataluña,nacionalitat,Resto de Europa,,,,231
2016,137,Cataluña,nacionalitat,Magreb,,,,1114
2016,137,Cataluña,nacionalitat,África,,,,369
2016,137,Cataluña,nacionalitat,América Central y del Sur,,,,1174
2016,137,Cataluña,nacionalitat,América del Norte,,,,4
2016,137,Cataluña,nacionalitat,Próximo Oriente,,,,34
2016,137,Cataluña,nacionalitat,Asia,,,,195
2016,137,Cataluña,nacionalitat,Oceanía,,,,0
2016,137,Cataluña,nacionalitat,Apátrida,,,,0
2016,137,Cataluña,nacionalitat,Total,,,,8566
2017,137,Cataluña,nacionalitat,Nacionalidad española,,,,4750
2017,137,Cataluña,nacionalitat,Nacionalidad extranjera,,,,3617
2017,137,Cataluña,nacionalitat,Unión Europea,,,,593
2017,137,Cataluña,nacionalitat,Resto de Europa,,,,233
2017,137,Cataluña,nacionalitat,Magreb,,,,1041
2017,137,Cataluña,nacionalitat,África,,,,314
2017,137,Cataluña,nacionalitat,América Central y del Sur,,,,1181
2017,137,Cataluña,nacionalitat,América del Norte,,,,6
2017,137,Cataluña,nacionalitat,Próximo Oriente,,,,38
2017,137,Cataluña,nacionalitat,Asia,,,,208
2017,137,Cataluña,nacionalitat,Oceanía,,,,1
2017,137,Cataluña,nacionalitat,Apátrida,,,,2
2017,137,Cataluña,nacionalitat,Total,,,,8367
2018,137,Cataluña,nacionalitat,Nacionalidad española,,,,4641
2018,137,Cataluña,nacionalitat,Nacionalidad extranjera,,,,3726
2018,137,Cataluña,nacionalitat,Unión Europea,,,,576
2018,137,Cataluña,nacionalitat,Resto de Europa,,,,283
2018,137,Cataluña,nacionalitat,Magreb,,,,1117
2018,137,Cataluña,nacionalitat,África,,,,248
2018,137,Cataluña,nacionalitat,América Central y del Sur,,,,1245
2018,137,Cataluña,nacionalitat,América del Norte,,,,6
2018,137,Cataluña,nacionalitat,Próximo Oriente,,,,20
2018,137,Cataluña,nacionalitat,Asia,,,,231
2018,137,Cataluña,nacionalitat,Oceanía,,,,0
2018,137,Cataluña,nacionalitat,Apátrida,,,,0
2018,137,Cataluña,nacionalitat,Total,,,,8367
2019,137,Cataluña,nacionalitat,Nacionalidad española,,,,4521
2019,137,Cataluña,nacionalitat,Nacionalidad extranjera,,,,3870
2019,137,Cataluña,nacionalitat,Unión Europea,,,,565
2019,137,Cataluña,nacionalitat,Resto de Europa,,,,294
2019,137,Cataluña,nacionalitat,Magreb,,,,1227
2019,137,Cataluña,nacionalitat,África,,,,291
2019,137,Cataluña,nacionalitat,América Central y del Sur,,,,1215
2019,137,Cataluña,nacionalitat,América del Norte,,,,7
2019,137,Cataluña,nacionalitat,Próximo Oriente,,,,16
2019,137,Cataluña,nacionalitat,Asia,,,,255
2019,137,Cataluña,nacionalitat,Oceanía,,,,0
2019,137,Cataluña,nacionalitat,Apátrida,,,,0
2019,137,Cataluña,nacionalitat,Total,,,,8391
2020,137,Cataluña,nacionalitat,Nacionalidad española,,,,4105
2020,137,Cataluña,nacionalitat,Nacionalidad extranjera,,,,3779
2020,137,Cataluña,nacionalitat,Unión Europea,,,,542
2020,137,Cataluña,nacionalitat,Resto de Europa,,,,277
2020,137,Cataluña,nacionalitat,Magreb,,,,1255
2020,137,Cataluña,nacionalitat,África,,,,280
2020,137,Cataluña,nacionalitat,América Central y del Sur,,,,1135
2020,137,Cataluña,nacionalitat,América del Norte,,,,4
2020,137,Cataluña,nacionalitat,Próximo Oriente,,,,18
2020,137,Cataluña,nacionalitat,Asia,,,,265
2020,137,Cataluña,nacionalitat,Oceanía,,,,0
2020,137,Cataluña,nacionalitat,Apátrida,,,,3
2020,137,Cataluña,nacionalitat,Total,,,,7884
2021,137,Cataluña,nacionalitat,Nacionalidad española,,,,4008
2021,137,Cataluña,nacionalitat,Nacionalidad extranjera,,,,3738
2021,137,Cataluña,nacionalitat,Unión Europea,,,,458
2021,137,Cataluña,nacionalitat,Resto de Europa,,,,260
2021,137,Cataluña,nacionalitat,Magreb,,,,1397
2021,137,Cataluña,nacionalitat,África,,,,282
2021,137,Cataluña,nacionalitat,América Central y del Sur,,,,1075
2021,137,Cataluña,nacionalitat,América del Norte,,,,2
2021,137,Cataluña,nacionalitat,Próximo Oriente,,,,22
2021,137,Cataluña,nacionalitat,Asia,,,,242
2021,137,Cataluña,nacionalitat,Oceanía,,,,0
2021,137,Cataluña,nacionalitat,Apátrida,,,,0
2021,137,Cataluña,nacionalitat,Total,,,,7746
2022,137,Cataluña,nacionalitat,Nacionalidad española,,,,3949
2022,137,Cataluña,nacionalitat,Nacionalidad extranjera,,,,3764
2022,137,Cataluña,nacionalitat,Unión Europea,,,,453
2022,137,Cataluña,nacionalitat,Resto de Europa,,,,268
2022,137,Cataluña,nacionalitat,Magreb,,,,1482
2022,137,Cataluña,nacionalitat,África,,,,280
2022,137,Cataluña,nacionalitat,América Central y del Sur,,,,1028
2022,137,Cataluña,nacionalitat,América del Norte,,,,2
2022,137,Cataluña,nacionalitat,Próximo Oriente,,,,18
2022,137,Cataluña,nacionalitat,Asia,,,,231
2022,137,Cataluña,nacionalitat,Oceanía,,,,0
2022,137,Cataluña,nacionalitat,Apátrida,,,,0
2022,137,Cataluña,nacionalitat,Total,,,,7713
2023,137,Cataluña,nacionalitat,Nacionalidad española,,,,3994
2023,137,Cataluña,nacionalitat,Nacionalidad extranjera,,,,4048
2023,137,Cataluña,nacionalitat,Unión Europea,,,,466
2023,137,Cataluña,nacionalitat,Resto de Europa,,,,334
2023,137,Cataluña,nacionalitat,Magreb,,,,1661
2023,137,Cataluña,nacionalitat,África,,,,265
2023,137,Cataluña,nacionalitat,América Central y del Sur,,,,1118
2023,137,Cataluña,nacionalitat,América del Norte,,,,3
2023,137,Cataluña,nacionalitat,Próximo Oriente,,,,15
2023,137,Cataluña,nacionalitat,Asia,,,,185
2023,137,Cataluña,nacionalitat,Oceanía,,,,0
2023,137,Cataluña,nacionalitat,Apátrida,,,,1
2023,137,Cataluña,nacionalitat,Total,,,,8042
2010,137,Cataluña,edat_delicte,Delitos (antiguo Código penal),,Total,18-20,1
2010,137,Cataluña,edat_delicte,Contra la seguridad interior del Estado (1),Delitos (antiguo Código penal),Total,18-20,0
2010,137,Cataluña,edat_delicte,Falsedades,Delitos (antiguo Código penal),Total,18-20,1
2010,137,Cataluña,edat_delicte,Contra la Administración de justicia,Delitos (antiguo Código penal),Total,18-20,0
2010,137,Cataluña,edat_delicte,Contra la salud pública y el medio ambiente,Delitos (antiguo Código penal),Total,18-20,0
2010,137,Cataluña,edat_delicte,Contra la seguridad del tráfico,Delitos (antiguo Código penal),Total,18-20,0
2010,137,Cataluña,edat_delicte,De los funcionarios públicos en el ejercicio de su cargo,Delitos (antiguo Código penal),Total,18-20,0
2010,137,Cataluña,edat_delicte,Contra las personas,Delitos (antiguo Código penal),Total,18-20,0
2010,137,Cataluña,edat_delicte,Contra la libertad sexual,Delitos (antiguo Código penal),Total,18-20,0
2010,137,Cataluña,edat_delicte,Contra el honor,Delitos (antiguo Código penal),Total,18-20,0
2010,137,Cataluña,edat_delicte,Contra la libertad y la seguridad,Delitos (antiguo Código penal),Total,18-20,0
2010,137,Cataluña,edat_delicte,Contra la propiedad,Delitos (antiguo Código penal),Total,18-20,0
2010,137,Cataluña,edat_delicte,De la imprudencia punible,Delitos (antiguo Código penal),Total,18-20,0
2010,137,Cataluña,edat_delicte,Leyes especiales (contrabando y defraudación),Delitos (antiguo Código penal),Total,18-20,0
2010,137,Cataluña,edat_delicte,Faltas,Delitos (antiguo Código penal),Total,18-20,0
2010,137,Cataluña,edat_delicte,No hi consta,Delitos (antiguo Código penal),Total,18-20,0
2010,137,Cataluña,edat_delicte,Delitos (nuevo Código penal),,Total,18-20,254
2010,137,Cataluña,edat_delicte,Del homicidio,Delitos (nuevo Código penal),Total,18-20,13
2010,137,Cataluña,edat_delicte,De las lesiones,Delitos (nuevo Código penal),Total,18-20,8
2010,137,Cataluña,edat_delicte,Contra la libertad,Delitos (nuevo Código penal),Total,18-20,0
2010,137,Cataluña,edat_delicte,Torturas y contra la integridad moral,Delitos (nuevo Código penal),Total,18-20,0
2010,137,Cataluña,edat_delicte,Contra la libertad sexual,Delitos (nuevo Código penal),Total,18-20,11
2010,137,Cataluña,edat_delicte,"Contra la intimidad, el derecho a la propia imagen y la inviolabilidad de domicilio",Delitos (nuevo Código penal),Total,18-20,0
2010,137,Cataluña,edat_delicte,Contra el honor,Delitos (nuevo Código penal),Total,18-20,0
2010,137,Cataluña,edat_delicte,Contra las relaciones familiares,Delitos (nuevo Código penal),Total,18-20,0
2010,137,Cataluña,edat_delicte,Contra el patrimonio y el orden socioeconómico,Delitos (nuevo Código penal),Total,18-20,177
2010,137,Cataluña,edat_delicte,Contra la Hacienda Pública,Delitos (nuevo Código penal),Total,18-20,0
2010,137,Cataluña,edat_delicte,Contra la seguridad colectiva y la salud pública,Delitos (nuevo Código penal),Total,18-20,25
2010,137,Cataluña,edat_delicte,De las falsedades,Delitos (nuevo Código penal),Total,18-20,0
2010,137,Cataluña,edat_delicte,Contra la Administración pública,Delitos (nuevo Código penal),Total,18-20,3
2010,137,Cataluña,edat_delicte,Contra la Administración de justicia,Delitos (nuevo Código penal),Total,18-20,1
2010,137,Cataluña,edat_delicte,Contra la Constitución,Delitos (nuevo Código penal),Total,18-20,1
2010,137,Cataluña,edat_delicte,Contra el orden público,Delitos (nuevo Código penal),Total,18-20,1
2010,137,Cataluña,edat_delicte,Faltas,Delitos (nuevo Código penal),Total,18-20,3
2010,137,Cataluña,edat_delicte,Violencia de género,Delitos (nuevo Código penal),Total,18-20,3
2010,137,Cataluña,edat_delicte,No hi consta,Delitos (nuevo Código penal),Total,18-20,8
2010,137,Cataluña,edat_delicte,Total,Delitos (nuevo Código penal),Total,18-20,255
2010,137,Cataluña,edat_delicte,Delitos (antiguo Código penal),,Homes,18-20,1
2010,137,Cataluña,edat_delicte,Contra la seguridad interior del Estado (1),Delitos (antiguo Código penal),Homes,18-20,0
2010,137,Cataluña,edat_delicte,Falsedades,Delitos (antiguo Código penal),Homes,18-20,1
2010,137,Cataluña,edat_delicte,Contra la Administración de justicia,Delitos (antiguo Código penal),Homes,18-20,0
2010,137,Cataluña,edat_delicte,Contra la salud pública y el medio ambiente,Delitos (antiguo Código penal),Homes,18-20,0
2010,137,Cataluña,edat_delicte,Contra la seguridad del tráfico,Delitos (antiguo Código penal),Homes,18-20,0
2010,137,Cataluña,edat_delicte,De los funcionarios públicos en el ejercicio de su cargo,Delitos (antiguo Código penal),Homes,18-20,0
2010,137,Cataluña,edat_delicte,Contra las personas,Delitos (antiguo Código penal),Homes,18-20,0
2010,137,Cataluña,edat_delicte,Contra la libertad sexual,Delitos (antiguo Código penal),Homes,18-20,0
2010,137,Cataluña,edat_delicte,Contra el honor,Delitos (antiguo Código penal),Homes,18-20,0
2010,137,Cataluña,edat_delicte,Contra la libertad y la seguridad,Delitos (antiguo Código penal),Homes,18-20,0
2010,137,Cataluña,edat_delicte,Contra la propiedad,Delitos (antiguo Código penal),Homes,18-20,0
2010,137,Cataluña,edat_delicte,De la imprudencia punible,Delitos (antiguo Código penal),Homes,18-20,0
2010,137,Cataluña,edat_delicte,Leyes especiales (contrabando y defraudación),Delitos (antiguo Código penal),Homes,18-20,0
2010,137,Cataluña,edat_delicte,Faltas,Delitos (antiguo Código penal),Homes,18-20,0
2010,137,Cataluña,edat_delicte,No hi consta,Delitos (antiguo Código penal),Homes,18-20,0
2010,137,Cataluña,edat_delicte,Delitos (nuevo Código penal),,Homes,18-20,237
2010,137,Cataluña,edat_delicte,Del homicidio,Delitos (nuevo Código penal),Homes,18-20,13
2010,137,Cataluña,edat_delicte,De las lesiones,Delitos (nuevo Código penal),Homes,18-20,8
2010,137,Cataluña,edat_delicte,Contra la libertad,Delitos (nuevo Código penal),Homes,18-20,0
2010,137,Cataluña,edat_delicte,Torturas y contra la integridad moral,Delitos (nuevo Código penal),Homes,18-20,0
2010,137,Cataluña,edat_delicte,Contra la libertad sexual,Delitos (nuevo Código penal),Homes,18-20,11
2010,137,Cataluña,edat_delicte,"Contra la intimidad, el derecho a la propia imagen y la inviolabilidad de domicilio",Delitos (nuevo Código penal),Homes,18-20,0
2010,137,Cataluña,edat_delicte,Contra el honor,Delitos (nuevo Código penal),Homes,18-20,0
2010,137,Cataluña,edat_delicte,Contra las relaciones familiares,Delitos (nuevo Código penal),Homes,18-20,0
2010,137,Cataluña,edat_delicte,Contra el patrimonio y el orden socioeconómico,Delitos (nuevo Código penal),Homes,18-20,169
2010,137,Cataluña,edat_delicte,Contra la Hacienda Pública,Delitos (nuevo Código penal),Homes,18-20,0
2010,137,Cataluña,edat_delicte,Contra la seguridad colectiva y la salud pública,Delitos (nuevo Código penal),Homes,18-20,17
2010,137,Cataluña,edat_delicte,De las falsedades,Delitos (nuevo Código penal),Homes,18-20,0
2010,137,Cataluña,edat_delicte,Contra la Administración pública,Delitos (nuevo Código penal),Homes,18-20,3
2010,137,Cataluña,edat_delicte,Contra la Administración de justicia,Delitos (nuevo Código penal),Homes,18-20,1
2010,137,Cataluña,edat_delicte,Contra la Constitución,Delitos (nuevo Código penal),Homes,18-20,1
2010,137,Cataluña,edat_delicte,Contra el orden público,Delitos (nuevo Código penal),Homes,18-20,1
2010,137,Cataluña,edat_delicte,Faltas,Delitos (nuevo Código penal),Homes,18-20,3
2010,137,Cataluña,edat_delicte,Violencia de género,Delitos (nuevo Código penal),Homes,18-20,3
2010,137,Cataluña,edat_delicte,No hi consta,Delitos (nuevo Código penal),Homes,18-20,7
2010,137,Cataluña,edat_delicte,Total,Delitos (nuevo Código penal),Homes,18-20,238
2010,137,Cataluña,edat_delicte,Delitos (antiguo Código penal),,Dones,18-20,0
2010,137,Cataluña,edat_delicte,Contra la seguridad interior del Estado (1),Delitos (antiguo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,Falsedades,Delitos (antiguo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,Contra la Administración de justicia,Delitos (antiguo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,Contra la salud pública y el medio ambiente,Delitos (antiguo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,Contra la seguridad del tráfico,Delitos (antiguo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,De los funcionarios públicos en el ejercicio de su cargo,Delitos (antiguo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,Contra las personas,Delitos (antiguo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,Contra la libertad sexual,Delitos (antiguo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,Contra el honor,Delitos (antiguo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,Contra la libertad y la seguridad,Delitos (antiguo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,Contra la propiedad,Delitos (antiguo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,De la imprudencia punible,Delitos (antiguo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,Leyes especiales (contrabando y defraudación),Delitos (antiguo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,Faltas,Delitos (antiguo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,No hi consta,Delitos (antiguo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,Delitos (nuevo Código penal),,Dones,18-20,17
2010,137,Cataluña,edat_delicte,Del homicidio,Delitos (nuevo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,De las lesiones,Delitos (nuevo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,Contra la libertad,Delitos (nuevo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,Torturas y contra la integridad moral,Delitos (nuevo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,Contra la libertad sexual,Delitos (nuevo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,"Contra la intimidad, el derecho a la propia imagen y la inviolabilidad de domicilio",Delitos (nuevo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,Contra el honor,Delitos (nuevo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,Contra las relaciones familiares,Delitos (nuevo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,Contra el patrimonio y el orden socioeconómico,Delitos (nuevo Código penal),Dones,18-20,8
2010,137,Cataluña,edat_delicte,Contra la Hacienda Pública,Delitos (nuevo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,Contra la seguridad colectiva y la salud pública,Delitos (nuevo Código penal),Dones,18-20,8
2010,137,Cataluña,edat_delicte,De las falsedades,Delitos (nuevo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,Contra la Administración pública,Delitos (nuevo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,Contra la Administración de justicia,Delitos (nuevo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,Contra la Constitución,Delitos (nuevo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,Contra el orden público,Delitos (nuevo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,Faltas,Delitos (nuevo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,Violencia de género,Delitos (nuevo Código penal),Dones,18-20,0
2010,137,Cataluña,edat_delicte,No hi consta,Delitos (nuevo Código penal),Dones,18-20,1
2010,137,Cataluña,edat_delicte,Total,Delitos (nuevo Código penal),Dones,18-20,17
2011,137,Cataluña,edat_delicte,Delitos (antiguo Código penal),,Total,18-20,0
2011,137,Cataluña,edat_delicte,Contra la seguridad interior del Estado (1),Delitos (antiguo Código penal),Total,18-20,0
2011,137,Cataluña,edat_delicte,Falsedades,Delitos (antiguo Código penal),Total,18-20,0
2011,137,Cataluña,edat_delicte,Contra la Administración de justicia,Delitos (antiguo Código penal),Total,18-20,0
2011,137,Cataluña,edat_delicte,Contra la salud pública y el medio ambiente,Delitos (antiguo Código penal),Total,18-20,0
2011,137,Cataluña,edat_delicte,Contra la seguridad del tráfico,Delitos (antiguo Código penal),Total,18-20,0
2011,137,Cataluña,edat_delicte,De los funcionarios públicos en el ejercicio de su cargo,Delitos (antiguo Código penal),Total,18-20,0
2011,137,Cataluña,edat_delicte,Contra las personas,Delitos (antiguo Código penal),Total,18-20,0
2011,137,Cataluña,edat_delicte,Contra la libertad sexual,Delitos (antiguo Código penal),Total,18-20,0
2011,137,Cataluña,edat_delicte,Contra el honor,Delitos (antiguo Código penal),Total,18-20,0
2011,137,Cataluña,edat_delicte,Contra la libertad y la seguridad,Delitos (antiguo Código penal),Total,18-20,0
2011,137,Cataluña,edat_delicte,Contra la propiedad,Delitos (antiguo Código penal),Total,18-20,0
2011,137,Cataluña,edat_delicte,De la imprudencia punible,Delitos (antiguo Código penal),Total,18-20,0
2011,137,Cataluña,edat_delicte,Leyes especiales (contrabando y defraudación),Delitos (antiguo Código penal),Total,18-20,0
2011,137,Cataluña,edat_delicte,Faltas,Delitos (antiguo Código penal),Total,18-20,0
2011,137,Cataluña,edat_delicte,No hi consta,Delitos (antiguo Código penal),Total,18-20,0
2011,137,Cataluña,edat_delicte,Delitos (nuevo Código penal),,Total,18-20,262
2011,137,Cataluña,edat_delicte,Del homicidio,Delitos (nuevo Código penal),Total,18-20,19
2011,137,Cataluña,edat_delicte,De las lesiones,Delitos (nuevo Código penal),Total,18-20,4
2011,137,Cataluña,edat_delicte,Contra la libertad,Delitos (nuevo Código penal),Total,18-20,0
2011,137,Cataluña,edat_delicte,Torturas y contra la integridad moral,Delitos (nuevo Código penal),Total,18-20,0
2011,137,Cataluña,edat_delicte,Contra la libertad sexual,Delitos (nuevo Código penal),Total,18-20,10
2011,137,Cataluña,edat_delicte,"Contra la intimidad, el derecho a la propia imagen y la inviolabilidad de domicilio",Delitos (nuevo Código penal),Total,18-20,0
2011,137,Cataluña,edat_delicte,Contra el honor,Delitos (nuevo Código penal),Total,18-20,0
2011,137,Cataluña,edat_delicte,Contra las relaciones familiares,Delitos (nuevo Código penal),Total,18-20,0
2011,137,Cataluña,edat_delicte,Contra el patrimonio y el orden socioeconómico,Delitos (nuevo Código penal),Total,18-20,205
2011,137,Cataluña,edat_delicte,Contra la Hacienda Pública,Delitos (nuevo Código penal),Total,18-20,0
2011,137,Cataluña,edat_delicte,Contra la seguridad colectiva y la salud pública,Delitos (nuevo Código penal),Total,18-20,12
2011,137,Cataluña,edat_delicte,De las falsedades,Delitos (nuevo Código penal),Total,18-20,3
2011,137,Cataluña,edat_delicte,Contra la Administración pública,Delitos (nuevo Código penal),Total,18-20,0
2011,137,Cataluña,edat_delicte,Contra la Administración de justicia,Delitos (nuevo Código penal),Total,18-20,0
2011,137,Cataluña,edat_delicte,Contra la Constitución,Delitos (nuevo Código penal),Total,18-20,0
2011,137,Cataluña,edat_delicte,Contra el orden público,Delitos (nuevo Código penal),Total,18-20,0
2011,137,Cataluña,edat_delicte,Faltas,Delitos (nuevo Código penal),Total,18-20,7
2011,137,Cataluña,edat_delicte,Violencia de género,Delitos (nuevo Código penal),Total,18-20,2
2011,137,Cataluña,edat_delicte,No hi consta,Delitos (nuevo Código penal),Total,18-20,0
2011,137,Cataluña,edat_delicte,Total,Delitos (nuevo Código penal),Total,18-20,262
2011,137,Cataluña,edat_delicte,Delitos (antiguo Código penal),,Homes,18-20,0
2011,137,Cataluña,edat_delicte,Contra la seguridad interior del Estado (1),Delitos (antiguo Código penal),Homes,18-20,0
2011,137,Cataluña,edat_delicte,Falsedades,Delitos (antiguo Código penal),Homes,18-20,0
2011,137,Cataluña,edat_delicte,Contra la Administración de justicia,Delitos (antiguo Código penal),Homes,18-20,0
2011,137,Cataluña,edat_delicte,Contra la salud pública y el medio ambiente,Delitos (antiguo Código penal),Homes,18-20,0
2011,137,Cataluña,edat_delicte,Contra la seguridad del tráfico,Delitos (antiguo Código penal),Homes,18-20,0
2011,137,Cataluña,edat_delicte,De los funcionarios públicos en el ejercicio de su cargo,Delitos (antiguo Código penal),Homes,18-20,0
2011,137,Cataluña,edat_delicte,Contra las personas,Delitos (antiguo Código penal),Homes,18-20,0
2011,137,Cataluña,edat_delicte,Contra la libertad sexual,Delitos (antiguo Código penal),Homes,18-20,0
2011,137,Cataluña,edat_delicte,Contra el honor,Delitos (antiguo Código penal),Homes,18-20,0
2011,137,Cataluña,edat_delicte,Contra la libertad y la seguridad,Delitos (antiguo Código penal),Homes,18-20,0
2011,137,Cataluña,edat_delicte,Contra la propiedad,Delitos (antiguo Código penal),Homes,18-20,0
2011,137,Cataluña,edat_delicte,De la imprudencia punible,Delitos (antiguo Código penal),Homes,18-20,0
2011,137,Cataluña,edat_delicte,Leyes especiales (contrabando y defraudación),Delitos (antiguo Código penal),Homes,18-20,0
